Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,GODREJPROP,3030.75,2147.97,2697.58,2814.56
SELL,LODHA,1538.75,1013.74,1251.03,1355.98
SELL,OBEROIRLTY,1934.9,1379.52,1626.58,1829.63
SELL,PHOENIXLTD,3432.65,2442.26,3089.25,3209.23
SELL,PRESTIGE,1872.6,1091.69,1474.43,1660.72
SELL,SOBHA,2162.25,1214.69,1780.3,1924.26
SELL,SUNTECK,569.45,442.86,451.3,479.52
