Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,ABCAPITAL,239.08,186.92,218.69,226.37
SELL,CHOLAFIN,1436.1,1181.66,1241.35,1292.15
SELL,ICICIGI,1662.7,1498.29,1665.43,1634.81
SELL,IEX,178.25,143.89,153.07,159.1
SELL,LICHSGFIN,719.3,556.32,649.94,654.75
SELL,MUTHOOTFIN,1792.7,1434.15,1683.82,1723.27
SELL,SHRIRAMFIN,2684.3,2174.12,2445.44,2422.84
