Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,CIPLA,1544.55,1327.55,1436.26,1481.09
SELL,DIVISLAB,4593.5,3750.41,4013.17,4307.35
SELL,GLENMARK,1224.85,893.44,1073.41,1131.77
SELL,JBCHEPHARM,1885.35,1591.15,1790.59,1786.95
SELL,NATCOPHARM,1176.45,898.36,1015.17,1044
BUY,SANOFI,6513.05,8089.7,8566.35,8891.12
