Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,BAJAJCON,262.22,230.25,237.98,242.23
SELL,DODLA,1061.2,844.54,925.88,933.9
SELL,GANESHHOUC,1007.15,588.52,812.15,848.31
SELL,GRSE,1535.05,885.08,1083,1324.76
SELL,GARFIBRES,4127.4,3332.04,3398.79,3577.3
SELL,GPIL,1063.8,734.45,891.99,955.84
SELL,KIRLOSBROS,2010.6,1048.92,1464.97,1739.32
SELL,KIRLPNU,1405.3,722.3,1010.91,1199.83
SELL,NESCO,981.5,802.5,856.38,882.59
