Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,COROMANDEL,1392.1,1147.12,1197.8,1277.79
SELL,GRINDWELL,2611.7,2174.9,2201.38,2405.85
SELL,NATCOPHARM,1082.45,892.09,999.58,1009.29
SELL,PFIZER,4926.75,4194.42,4362.63,4554.99
SELL,SANOFI,9573.65,8048.67,8462.11,8675.82
