signal,symbol,cmp,sma200,sma50,sma20
SELL,COROMANDEL,1300.2,1122.19,1122.96,1163.9
SELL,IGL,456.65,434.56,440.48,447.57
SELL,CARBORUNIV,1590.45,1164.57,1211.66,1336.66
SELL,TIMKEN,3997.8,3117.3,3221.2,3761.02
SELL,GODFRYPHLP,3845.9,2378.07,3106.92,3188.77
SELL,SANOFI,8457.85,7905.15,8269.07,8279.01
BUY,CYIENT,1732.7,1882.47,1860.94,1761.93
SELL,BASF,4289.65,2994.87,3531.38,3827.64
