symbol
RELI
TCS
HDBK
BRTI
ICBK
SBI
LIC
INFY
HLL
ITC
LART
BJFN
MRTI
ADEL
HCLT
NTPC
AXBK
SUN
ONGC
TAMO
HIAE
KTKM
HZNC
MAHM
COAL
APSE
ADNA
AVEU
TITN
PGRD
ULTC
ASPN
ADAN
SIEM
BJFS
BAJA
WIPR
IRF
IOC
NEST
JIO
JSTL
TISC
BAJE
DLF
VARB
ABB
VDAN
GRAS
TREN
INGL
PWFC
ZOM
ABUJ
TAMdv
PIDI
HALC
RECM
SBIL
LRTI
TTPW
BPCL
PNBK
BOB
GAIL
GOCP
EICH
LOD
TEML
IOBK
BRIT
ADAI
HDFL
CIPL
UNBK
HVEL
INBK
DIVI
CADI
ADAG
JNSP
BHEL
TVSM
CNBK
CHLA
JSWE
TACN
CUMM
NHPC
VODA
HROM
POLC
DABU
CGPO
REDY
MOSS
IDBI
BHRI
SHCM
BOSH
SLIN
SRTR
BJAT
INIR
TORP
UNSP
APLH
ICIR
MANKI
ICIL
INED
HDFA
IHTL
NMDC
MRCO
LIND
RAIV
HPCL
INBA
MAXE
GODR
TBEI
LUPN
BFRG
COLG
ARBN
SCHE
YESB
OILI
SAIL
SUPI
UCBK
MUTT
SRFL
SBIC
TOPO
CCRI
OEBO
ORCL
ALKE
PREG
GENA
MAZ
SUZL
ASOK
ADTB
BOI
BLKI
JIST
THMX
ASPT
PHOE
POLI
CBI
SJVN
BRGR
JSW
ABOT
DIXO
MRF
PIIL
IDFB
PERS
GMRI
TATA
HUDC
RCSY
PROC
BHARI
COCH
IRE
UBBW
ACC
SNFN
LTEH
BMBK
NYK
APLA
ABBW
FCTL
AUFI
HONE
TTEX
PLNG
VOLT
MBFL
AWL
TATAT
IRBI
MNDA
KPIE
PUNA
KALYA
ESCO
GLAX
EXID
FED
PAGE
THEE
LTFH
UPLL
KEIN
NIPF
MRPL
GGAS
BION
SONAC
BSEL
CORF
HCPR
LICH
MAGM
NALU
GUJL
AIAE
GETD
FOHE
LLO
TMIN
DALB
MOFS
MMFS
TINV
MAXI
IPCA
NLCI
DPNT
IGAS
APAR
EMBA
STARH
MEDA
CRSL
COFO
CRBR
TIMK
GLAN
METR
SKFB
ENDU
JKCE
JUBI
APLO
BLUS
AJPH
MSU
BANH
DELH
IIFW
ITEL
EIHO
ADIA
GLEN
BRIG
BARA
KIOC
GODI
TTCH
GODIG
KPRM
SYNN
GRNN
NBCC
SUTV
JBCH
WABC
IRCN
NARY
CROP
SUND
AEGS
MANY
CNTY
SNFS
EMAM
BAYE
LAUL
ICCI
ANGE
JBMA
RMT
GOMS
ARTI
GILE
CENA
HAPL
CRDE
AMAR
KANE
RADC
SUMH
DLPA
PAY
CEBB
KAYN
CHOL
SEIN
PNBH
PFIZ
FIVES
ELGE
RLXO
SANO
KAJR
NXS
MINS
JYOTC
KECL
GDFR
KAPT
FINX
RRK
SWAN
TEJS
FNXC
SAR
CELLO
PPL
WHIR
CYIE
CESC
BASF
MCEI
CAST
TRIE
NSLN
BEML
MAHN
VNTI
TRVT
ALEM
KIRO
SOBH
TRCE
IDFC
PIRA
CAPG
DEVY
NATP
ATRD
SIGNA
SHYAE
NCCL
LKMC
STEN
RITS
BLDT
ATLP
BATA
ACEL
HIMD
JIND
PLMD
AFFL
BIRS
ANAND
DATAP
NUVA
CHAL
CAMC
GRSE
GSPT
IIFL
NAFL
TITW
CHMB
REDI
JAIB
SUVH
VGUA
KSBL
WGSR
KARU
IFCI
GRI
UTIS
APTU
RATB
INMR
JYOI
MNFL
DCMS
CONCO
ABS
ENGI
ASTR
TBO
TTML
KIMS
HFCL
INGR
RYMD
AISG
OLEC
AADH
CLE
ZEE
CHPC
CNTP
GESC
SOFT
PNCI
JKBK
HBLS
ZENT
IIAN
JAPR
HON
ORRE
BIK
WLSP
RAIL
FINO
FISO
WEST
