date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,return12M,return6M,return3M,return1M
2024-06-21,ONGC,Oil & Gas Integrated,Energy,269.65,339228,6.89,1.01,0.53,3.42,4.52,3.8,14.6,69.64,32.21,2.43,-3
2024-06-21,TATAMOTORS,Auto Manufacturers,Consumer Cyclical,961.8,368586,11.74,4.34,0.85,5.43,6.73,0.21,36.98,68.93,32.72,-1.84,1.51
2024-06-21,NTPC,Utilities - Regulated Electric,Utilities,359.8,348887,16.77,2.17,1.95,8.55,10.47,2.13,12.95,95.01,18.82,10.79,-3.76
2024-06-21,AXISBANK,Banks - Regional,Financial Services,1237.45,381948,14.56,2.43,4.99,-68.76,5.04,0.08,16.8,28.02,13.7,19.76,9.9
2024-06-21,DMART,Discount Stores,Consumer Defensive,4804.85,312668,123.42,16.72,6.16,113.87,73.62,0,13.56,26.04,19.88,11.8,0.13
2024-06-21,ADANIGREEN,Utilities - Renewable,Utilities,1780.45,282030,256.39,28.68,30.59,36.57,41.01,0,11.19,82.64,16.13,-3.85,-4.61
2024-06-21,ADANIPORTS,Marine Shipping,Industrials,1485.5,320889,39.56,6.06,12.01,21.37,22.59,0.34,15.32,99.24,44.57,15.91,7.79
2024-06-21,ULTRACEMCO,Building Materials,Basic Materials,10662.4,307278,43.9,5.1,4.33,28.2,23.5,0.36,11.63,30.62,6.96,10.13,7.76
2024-06-21,ASIANPAINT,Specialty Chemicals,Basic Materials,2890.85,277187,50.77,14.8,7.83,45.41,33.56,0.92,29.15,-11,-13.48,1.74,0.18
2024-06-21,COALINDIA,Thermal Coal,Energy,480.2,295935,7.91,3.58,2.27,16.35,5.26,5.1,45.21,111.59,32.2,11.17,-4.29
2024-06-21,BAJAJFINSV,Financial Conglomerates,Financial Services,1578.9,251562,30.87,4.17,2.38,-3.66,14.28,0.47,13.51,4.73,-5.57,-0.54,-0.32
2024-06-21,BAJAJ-AUTO,Auto Manufacturers,Consumer Cyclical,9602.25,268076,35.21,9.26,6.12,40.88,25.73,1.48,26.61,108.2,50.69,7.34,9.05
2024-06-21,POWERGRID,Utilities - Regulated Electric,Utilities,325.95,303154,19.47,3.48,6.61,8.13,10.48,3.7,17.87,71.41,40.65,18.2,0.06
2024-06-21,NESTLEIND,Packaged Foods,Consumer Defensive,2498.4,,,,,,,,,10.88,-1.52,-2.91,1.18
2024-06-21,WIPRO,Information Technology Services,Technology,490.55,256320,23.56,3.42,2.86,14.55,13.62,0.2,14.73,28.32,6.03,0.71,6.34
2024-06-21,M&M,Auto Manufacturers,Consumer Cyclical,2839.95,340218,28.2,5.14,2.46,-60.43,16.27,0.53,17.02,105.99,73.78,51.16,12.65
2024-06-21,IOC,Oil & Gas Refining & Marketing,Energy,166.62,235289,5.5,1.28,0.3,3.31,4.61,4.66,22.75,81.11,34.7,0.89,-0.2
2024-06-21,JIOFIN,Asset Management,Financial Services,360.9,,,,,,,,,-9999999999,52.44,4.71,0.91
2024-06-21,HAL,Aerospace & Defense,Industrials,5170.55,345794,45.37,11.87,11.38,42.05,29.24,0.57,26.15,175,91.24,63.07,5.07
2024-06-21,DLF,Real Estate - Development,Real Estate,856.1,211912,77.69,5.37,32.97,83.47,57.4,0.47,6.92,77.89,19.58,-1.13,1.03
2024-06-21,ADANIPOWER,Utilities - Independent Power Producers,Utilities,733.65,282965,14.21,6.56,5.62,19.97,11.26,0,48.28,185.91,43.14,38.15,6.1
2024-06-21,JSWSTEEL,Steel,Basic Materials,936.9,228276,25.9,2.94,1.32,18.9,10.45,0.36,11.35,24.53,9.54,13.59,2.3
2024-06-21,TATASTEEL,Steel,Basic Materials,179.94,224629,-50.62,2.44,0.99,11.07,18.23,1.97,-4.82,61.96,34.74,18.54,3.83
2024-06-21,SIEMENS,Specialty Industrial Machinery,Industrials,7436.3,,,,,,,,,101.59,88,48.98,3.87
2024-06-21,IRFC,Credit Services,Financial Services,176.32,230424,35.94,4.69,8.65,29.12,64.99,0.85,13.04,437.56,80.38,25.09,0.38
2024-06-21,VBL,Beverages - Non-Alcoholic,Consumer Defensive,1593.55,,,,,,,,,98.31,28.66,13.63,5.25
2024-06-21,ZOMATO,Internet Retail,Consumer Cyclical,193.95,168354,484.87,8.25,13.9,260.61,260.89,0,1.72,160.86,50.93,11.34,4.56
2024-06-21,PIDILITIND,Specialty Chemicals,Basic Materials,3144.45,159930,92.54,19.02,12.92,58.71,58.04,0.35,20.57,19.28,18.95,6.23,4.43
2024-06-21,GRASIM,Building Materials,Basic Materials,2466.15,167311,28.96,1.89,1.28,-15.61,18.82,0.67,6.34,41.46,21,10.91,1.21
2024-06-21,SBILIFE,Insurance - Life,Financial Services,1464.15,146630,77.43,9.84,1.11,5.05,73.06,0.18,12.7,14.7,5.01,-2.46,2.57
2024-06-21,BEL,Aerospace & Defense,Industrials,304.95,222912,55.95,13.65,11,47.84,38.52,0.66,24.41,147.02,74.46,54.41,7.53
2024-06-21,LTIM,Information Technology Services,Technology,5125.45,151798,33.18,7.58,4.27,26.77,21.46,1.17,22.89,1.98,-17.72,2.41,7.32
2024-06-21,TRENT,Apparel Retail,Consumer Cyclical,5266.35,187214,125.93,46.02,15.13,138.78,64.59,0.04,36.55,207.85,77.59,33.37,13.33
2024-06-21,PNB,Banks - Regional,Financial Services,125.8,138519,15.21,1.25,2.57,-4.96,0.95,0.52,8.25,146.67,40.95,2.48,-0.04
2024-06-21,INDIGO,Airlines,Industrials,4310.15,166363,20.36,83.33,2.41,7.84,11.64,0,409.35,74.01,50.11,31.14,-1.05
2024-06-21,BANKBARODA,Banks - Regional,Financial Services,279.35,144463,7.7,1.21,2.01,-23.03,1.49,1.97,15.68,44.52,24.93,7.53,6.08
2024-06-21,HDFCLIFE,Insurance - Life,Financial Services,580.95,124928,79.47,8.52,1.23,11.8,79.2,0.38,10.73,-9.08,-9.21,-6.88,3.67
2024-06-21,ABB,Specialty Industrial Machinery,Industrials,8399.4,,,,,,,,,96.68,76.5,40.75,-0.16
2024-06-21,BPCL,Oil & Gas Refining & Marketing,Energy,307.6,66727,2.44,0.88,0.15,1.86,2.53,7.99,35.51,64.76,37.74,3.78,-3.95
2024-06-21,PFC,Credit Services,Financial Services,482.3,159164,8.05,1.57,4.74,-1.63,11.99,3.86,19.54,196.62,24.66,23.15,3.81
2024-06-21,GODREJCP,Household & Personal Products,Consumer Defensive,1356.85,138782,-247.6,11.02,9.93,67.05,192.51,0.37,-4.45,30.35,26.31,11.07,3.92
2024-06-21,TATAPOWER,Utilities - Independent Power Producers,Utilities,438.7,140180,37.92,4.33,2.28,11.13,14.04,0.46,11.42,98.42,34.3,12.29,-2.01
2024-06-21,HINDALCO,Aluminum,Basic Materials,684.5,153119,15.08,1.44,0.71,6.37,7.78,0.44,9.57,62.96,19.99,24.97,-0.01
2024-06-21,HINDZINC,Other Industrial Metals & Mining,Basic Materials,664.55,280794,36.2,18.48,10,21.04,19.68,1.96,51.06,113.89,114.44,124.51,-13.95
2024-06-21,TECHM,Information Technology Services,Technology,1399.8,136727,52.66,5.13,2.63,21.44,25.01,2.86,8.84,25.09,9.78,10.86,5.22
2024-06-21,AMBUJACEM,Building Materials,Basic Materials,657.45,144487,39.44,3.49,4.36,25.59,21.42,0.34,8.63,47.79,30.5,11.56,3.85
2024-06-21,INDUSINDBK,Banks - Regional,Financial Services,1527.15,118862,13.24,1.88,3.96,-7.02,3.45,0.91,14.2,19.99,-2.25,1,8.7
2024-06-21,CIPLA,Drug Manufacturers - General,Healthcare,1541.55,124460,30.2,4.66,4.89,30.11,18.27,0.55,15.43,54.42,24.76,4.07,4
2024-06-21,GAIL,Utilities - Regulated Gas,Utilities,214.76,141207,14.26,1.83,1.06,11.22,9.53,2.56,12.86,105.61,41.76,23.35,6.98
2024-06-21,RECLTD,Credit Services,Financial Services,510.5,134427,9.5,1.94,7.8,-2.33,12.06,2.13,20.4,220.97,25.55,10.95,-4.79
2024-06-21,BRITANNIA,Packaged Foods,Consumer Defensive,5330.3,128391,60,32.57,7.76,49.9,38.46,1.35,54.29,6.88,3.28,9.56,1.19
2024-06-21,UNIONBANK,Banks - Regional,Financial Services,146.94,112169,8.13,1.15,2.05,5.63,0.23,1.83,14.14,109.61,24.26,-0.78,-0.85
2024-06-21,ADANIENSOL,Utilities - Independent Power Producers,Utilities,1010.55,112727,99.12,8.92,6.79,18.67,23.81,0.08,9,-9999999999,-1.69,-0.5,-7.03
2024-06-21,IOB,Banks - Regional,Financial Services,66.13,125002,46.89,4.54,8.06,-111.71,7.59,0,9.67,172.7,53.97,11.05,-1.08
2024-06-21,LODHA,Real Estate - Development,Real Estate,1594.8,158596,99.74,9.08,15.37,63.13,60.77,0.06,8.87,146.64,70.17,37.7,21.5
2024-06-21,EICHERMOT,Auto Manufacturers,Consumer Cyclical,4845.5,132673,33.21,7.35,8.17,35.63,22.73,0.76,22.17,36.16,20.95,21.49,3.2
2024-06-21,CANBK,Banks - Regional,Financial Services,119.12,21610,1.41,0.23,0.32,1.44,-0.77,10.07,16.58,97.94,39.8,3.92,2.69
2024-06-21,TATACONSUM,Packaged Foods,Consumer Defensive,1084.9,103374,88.06,6.44,6.8,53.38,50.94,0.78,7.16,28.86,9.28,-3.37,-3.16
2024-06-21,DRREDDY,Drug Manufacturers - Specialty & Generic,Healthcare,6011.45,100108,17.98,3.57,3.59,22.03,12.19,0.66,19.85,22.7,6.82,-3.09,2.36
2024-06-21,TVSMOTOR,Auto Manufacturers,Consumer Cyclical,2435.4,115703,68.6,17.06,2.96,-92.36,25.27,0.33,24.86,83.64,23.78,18.75,13.68
2024-06-21,ZYDUSLIFE,Drug Manufacturers - Specialty & Generic,Healthcare,1085.05,109182,28.46,5.51,5.74,33.82,19.36,0.57,19.35,96.25,59.58,8.53,0.41
2024-06-21,ATGL,Utilities - Regulated Gas,Utilities,922.95,101507,152.05,28.35,22.68,106.28,88.3,0.03,18.64,40.88,-7.36,-1.69,-1.27
2024-06-21,VEDL,Other Industrial Metals & Mining,Basic Materials,470.25,174484,41.5,5.68,1.23,4.89,7.95,10.64,13.8,67.56,81.04,73.46,-3.44
2024-06-21,CHOLAFIN,Credit Services,Financial Services,1401.55,117720,34.13,6.01,11.55,-3.3,17.65,0.14,17.46,27.39,12.05,28.65,10.38
2024-06-21,HAVELLS,Electrical Equipment & Parts,Industrials,1887.05,118259,93.06,15.88,6.36,60.56,56.56,0.4,17.06,42.38,39.6,28.44,2.39
2024-06-21,HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,5452,108998,29.11,6.16,2.88,22.14,18.39,2.48,21.16,92.99,38.53,16.4,9.13
2024-06-21,DABUR,Household & Personal Products,Consumer Defensive,589.95,104542,56.84,10.6,8.43,51.92,36.27,0.92,18.68,4.85,11.46,13.28,6.49
2024-06-21,SHREECEM,Building Materials,Basic Materials,27403.8,98875,41.27,4.78,4.82,29.54,19.61,0.38,11.57,6.81,-2.78,8.03,6.72
2024-06-21,MANKIND,Drug Manufacturers - Specialty & Generic,Healthcare,2166.35,86782,45.37,9.27,8.4,40.32,30.91,0,20.43,28.84,12.05,-2.15,2.81
2024-06-21,BAJAJHLDNG,Asset Management,Financial Services,8226.65,91558,12.6,1.69,11.94,47.17,12.32,1.55,13.4,19.49,4.96,-2.01,1.26
2024-06-21,DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,4522.15,120049,75.03,8.85,15.3,95.2,47.05,0.66,11.79,27.61,22.39,31.79,11.42
2024-06-21,APOLLOHOSP,Medical Care Facilities,Healthcare,6170,88716,98.72,12.79,4.65,46.2,37.71,0.24,12.96,21.79,11.34,-3.23,5.14
2024-06-21,NHPC,Utilities - Renewable,Utilities,100.76,101214,27.93,2.62,10.51,14.59,21.26,2.3,9.36,121.45,55.73,18.47,-4.72
2024-06-21,SHRIRAMFIN,Credit Services,Financial Services,2821.65,106036,14.42,2.17,5.19,-3.41,9.44,1.77,15.05,64.17,37.28,21.06,20.75
2024-06-21,BOSCHLTD,Auto Parts,Consumer Cyclical,32606.35,96168,38.6,7.98,5.75,76.76,26.14,1.49,20.66,72.71,50.72,8.04,5.4
2024-06-21,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,2831.25,95823,57.86,13.98,9.07,29.34,28.18,1.06,24.15,52,27.39,10.6,6.29
2024-06-21,ICICIPRULI,Insurance - Life,Financial Services,604.4,87077,102.36,7.91,0.97,-11.53,94.99,0.1,7.73,7.44,16.47,3.88,4.68
2024-06-21,IDBI,Banks - Regional,Financial Services,85.74,92192,15.94,1.81,5.08,-75.2,3.93,1.17,11.33,57.32,30.01,5.4,-1.45
2024-06-21,JSWENERGY,Utilities - Independent Power Producers,Utilities,723.65,118767,69.12,5.7,10.34,19.05,25.16,0.29,8.27,165.95,76.8,40.39,18.74
2024-06-21,JINDALSTEL,Steel,Basic Materials,1077.25,107987,18.18,2.44,2.16,17.97,11.7,0.19,13.4,84.43,48.3,29.34,-0.04
2024-06-21,BHEL,Specialty Industrial Machinery,Industrials,295.05,102739,1180.2,4.2,4.48,-27.67,89.76,0.14,1.15,244.08,65.48,23.4,-2.29
2024-06-21,INDHOTEL,Lodging,Consumer Cyclical,637.5,90744,72.07,9.6,13.41,46.89,38.79,0.17,13.31,66.6,45.15,14.44,11.23
2024-06-21,CUMMINSIND,Specialty Industrial Machinery,Industrials,3899.95,108107,62.83,16.35,12.2,84.11,45.14,0.79,26.02,111.45,93.72,33.07,4.44
2024-06-21,ICICIGI,Insurance - Diversified,Financial Services,1756.85,86558,45.3,7.09,3.97,39.05,32.61,0,15.72,37.69,23.5,5.21,6.62
2024-06-21,CGPOWER,Electrical Equipment & Parts,Industrials,680.3,103905,72.92,34.43,12.91,261.73,57.25,0.19,47.29,82.58,45.77,26.93,6.12
2024-06-21,MCDOWELL-N,Beverages - Wineries & Distilleries,Consumer Defensive,1260.65,91694,63.57,12.88,8.1,82.02,41.05,0.31,19.77,40.97,17.16,11.12,6.18
2024-06-21,HDFCAMC,Asset Management,Financial Services,3912.8,83533,43.05,11.81,32.32,51.73,32.93,1.23,27.46,93.9,21.46,3.69,3
2024-06-21,MAXHEALTH,Medical Care Facilities,Healthcare,928.25,90218,85.63,10.73,16.69,80.42,55.87,0.11,12.58,59.78,43.05,25.6,10.73
2024-06-21,SOLARINDS,Specialty Chemicals,Basic Materials,10036.95,90825,108.65,27.48,14.96,64.6,66.71,0.08,25.29,161.88,52.19,7.67,0.92
2024-06-21,MOTHERSON,Auto Parts,Consumer Cyclical,187.72,127207,46.81,4.86,1.3,16.81,16.21,0.35,10.39,121.5,98.02,61.41,40.83
2024-06-21,INDUSTOWER,Telecom Services,Communication Services,336.45,90639,15.02,3.35,3.17,7.83,6.92,0,22.32,103.54,81.08,24.01,-0.9
2024-06-21,POLYCAB,Electrical Equipment & Parts,Industrials,7091.55,106541,59.85,13.01,5.91,82.19,39.5,0.28,21.79,103.55,32.32,44.43,8.07
2024-06-21,OFSS,Software - Infrastructure,Technology,9738.9,84409,38.03,10.74,13.24,47.14,25.91,2.31,28.24,152.71,131.21,16.23,27.24
2024-06-21,SRF,Specialty Chemicals,Basic Materials,2460.05,72922,54.59,6.35,5.65,34.83,29.08,0.29,11.64,3.95,0.24,-3.56,7.24
2024-06-21,IRCTC,Railroads,Industrials,1012.3,80984,72.88,25.07,18.97,91.8,51.11,0.44,34.4,56.97,17.59,9,-10.1
2024-06-21,COLPAL,Household & Personal Products,Consumer Defensive,2826.25,76870,58.07,41.01,13.62,64.11,38.85,1.52,70.62,72.63,17.44,4.36,4.42
2024-06-21,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,1561,71132,37.28,4.98,3.62,19.5,18.69,0.26,13.4,83.14,23.39,-2.94,-9.02
2024-06-21,NAUKRI,Internet Content & Information,Communication Services,6384.7,82444,143.73,2.72,32.5,117.39,83.86,0.3,1.9,44.96,27.53,21.77,-0.23
2024-06-21,TIINDIA,Conglomerates,Industrials,3983.25,77037,64.16,15.11,4.72,114.1,34.95,0.21,23.54,23.69,11.01,6.39,7.66
2024-06-21,INDIANB,Banks - Regional,Financial Services,547.7,73774,8.76,1.22,2.31,-8.56,1.24,1.45,13.97,97.05,32.87,11.9,-3.3
2024-06-21,HINDPETRO,Oil & Gas Refining & Marketing,Energy,340.85,48352,3.02,1.03,0.11,2.03,4.01,4.41,34.13,85.92,38.44,7.99,-3.6
2024-06-21,BERGEPAINT,Specialty Chemicals,Basic Materials,502.2,58547,50.12,10.88,5.23,36.8,30.07,0.53,21.71,-10.06,-13.88,-10.06,2.91
2024-06-21,YESBANK,Banks - Regional,Financial Services,23.84,68583,54.18,1.63,5.11,7.11,6.01,0,3.05,49,13.25,-0.25,3.88
2024-06-21,TORNTPOWER,Utilities - Independent Power Producers,Utilities,1503.45,72259,39.42,5.99,2.66,16.97,17.26,1.07,15.2,130.33,64.58,17.12,8.8
2024-06-21,OIL,Oil & Gas E&P,Energy,699.8,75887,11.98,1.57,2.34,6.94,8.82,2.77,13.11,182.8,87.49,20.29,6.6
2024-06-21,SBICARD,Credit Services,Financial Services,725.35,68979,28.59,5.71,5.21,-12.65,17.62,0.53,19.93,-17.6,-6.18,3.02,2.44
2024-06-21,IDEA,Telecom Services,Communication Services,17.14,85906,-2.75,-0.82,2.02,4.12,35.71,0,29.99,130.07,26.03,28.87,26.96
2024-06-21,MARICO,Household & Personal Products,Consumer Defensive,609.8,78830,53.35,20.57,8.17,54.9,36.86,1.56,38.65,16.32,16.63,22.51,1.18
2024-06-21,GODREJPROP,Real Estate - Development,Real Estate,3007.3,83616,115.31,8.37,27.54,-120.73,79.14,0,7.26,100.78,52.52,33.87,6.89
2024-06-21,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,1241.1,72721,22.92,2.44,2.53,29.87,12.26,0.36,10.63,84.78,16.38,21.69,1.5
2024-06-21,UCOBANK,Banks - Regional,Financial Services,56.75,67851,40.54,2.49,5.97,67.73,3.49,0,12.62,110.19,43.67,10.19,-0.09
2024-06-21,BANKINDIA,Banks - Regional,Financial Services,121.6,55361,7.86,0.78,1.87,-12.48,1.09,1.48,9.3,66.92,8.77,-10.46,-4.1
2024-06-21,PERSISTENT,Information Technology Services,Technology,3944.45,59954,55.5,12.09,6.1,49.09,33.12,0.68,22.06,61.99,6.16,-1.03,12.72
2024-06-21,MUTHOOTFIN,Credit Services,Financial Services,1717.35,68946,15.94,2.75,7.08,-5.01,11.48,1.28,17.22,41.94,16.42,20.57,0.54
2024-06-21,NMDC,Steel,Basic Materials,269.7,79039,14.18,3.08,3.71,10.69,9.8,0,21.73,155.04,38.02,32.4,-1.28
2024-06-21,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,5129.25,61328,34.15,5.95,4.84,31.48,25.75,0.88,17.41,53.14,4.37,7.09,-3.3
2024-06-21,PIIND,Agricultural Inputs,Basic Materials,3753.7,56941,33.86,6.52,7.43,27.97,25.19,0.31,19.26,-2.91,9.5,-0.99,1.46
2024-06-21,LTTS,Information Technology Services,Technology,4888.65,51700,39.66,9.7,5.36,34.63,24.13,0.96,24.47,22.71,-6.07,-8.96,6.55
2024-06-21,GICRE,Insurance - Reinsurance,Financial Services,406.3,71282,10.32,1.29,1.51,6.4,5.54,1.77,12.5,121.42,29.33,21.21,7.12
2024-06-21,TATACOMM,Telecom Services,Communication Services,1845.75,52604,54.33,29.45,2.51,16.53,14.7,1.14,54.21,17,6.68,-4,1.54
2024-06-21,JSL,Steel,Basic Materials,791.1,65142,24.02,4.54,1.69,13.52,13.87,0.44,18.9,141.41,44.07,14.15,11.9
2024-06-21,MRF,Auto Parts,Consumer Cyclical,125289.3,53137,25.53,3.18,2.11,16.1,12.18,0.14,12.46,25.45,4.81,-4.58,-3.24
2024-06-21,SAIL,Steel,Basic Materials,155.44,64205,20.95,1.12,0.61,22.06,8.5,0.97,5.37,82.55,37.86,19.57,-8.05
2024-06-21,PGHH,Household & Personal Products,Consumer Defensive,16221.4,,,,,,,,,15.59,-4.59,-2.48,0.97
2024-06-21,SUZLON,Specialty Industrial Machinery,Industrials,53.05,72216,109.36,18.42,11.12,2174.5,71.16,0,16.84,290.07,42.42,42.03,15.33
2024-06-21,LINDEINDIA,Specialty Chemicals,Basic Materials,8362.2,71317,164.29,20.56,25.76,163.21,89.39,0.14,12.52,84.43,46.18,28.12,-9.92
2024-06-21,SUPREMEIND,Building Products & Equipment,Industrials,5864.55,74496,69.64,14.58,7.35,52.73,42.65,0.48,20.94,84.74,29.17,49.21,7.29
2024-06-21,CONCOR,Railroads,Industrials,1090.9,66468,52.73,5.62,7.68,47.87,28.51,1.01,10.66,69.8,31.05,25.67,0.84
2024-06-21,OBEROIRLTY,Real Estate - Development,Real Estate,1885.8,68569,35.59,4.95,15.25,24.4,25.8,0.42,13.92,88.99,34.03,30.34,6.29
2024-06-21,ASTRAL,Building Products & Equipment,Industrials,2273.65,61077,111.84,19.16,10.83,74.18,63.29,0.16,17.1,16.5,17.57,17.26,7.99
2024-06-21,IDFCFIRSTB,Banks - Regional,Financial Services,83.47,59013,19.73,1.83,2.64,5.11,5.31,0,9.12,7.56,-5.63,6.94,8.19
2024-06-21,RVNL,Engineering & Construction,Industrials,409.75,85434,54.27,9.77,3.9,28.92,33.97,0.52,18,231.92,131.63,64,20.02
2024-06-21,BHARATFORG,Auto Parts,Consumer Cyclical,1752.2,81581,85.77,11.38,5.2,49.02,31.29,0.47,13.27,115.01,45.8,55.21,18.53
2024-06-21,CENTRALBK,Banks - Regional,Financial Services,64.51,56001,20.99,1.73,3.17,-9.48,1.7,0,8.24,127.55,32.46,8.88,-0.98
2024-06-21,JSWINFRA,Integrated Freight & Logistics,Industrials,309.9,63577,55,7.92,16.9,35.26,30.93,0,14.4,-9999999999,40.54,29.64,11.12
2024-06-21,POLICYBZR,Insurance Brokers,Financial Services,1335.2,59893,920.83,10.2,17.42,6923.93,306.99,0,1.14,103.16,72.66,15.89,3.21
2024-06-21,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,235.65,69195,27.89,7.68,1.52,-11.06,13.43,1.1,27.58,43.69,37.01,41.4,13.18
2024-06-21,THERMAX,Specialty Industrial Machinery,Industrials,5038.55,56745,87.96,12.78,6.09,229.46,51.99,0.2,14.53,123.44,60.27,29.23,0.13
2024-06-21,PHOENIXLTD,Real Estate - Diversified,Real Estate,3597.9,64294,58.68,6.8,16.16,29.74,32.89,0.14,11.62,132.6,56.53,41.22,11.7
2024-06-21,GMRINFRA,Airports & Air Services,Industrials,97.97,59135,-105.73,-27.32,6.75,15.24,23.15,0,25.84,131.06,31.24,24.56,11.97
2024-06-21,TATAELXSI,Software - Application,Technology,7120.6,44345,55.97,17.7,12.48,63.24,38.03,0.85,31.62,-7.13,-19.73,-7.1,-1.26
2024-06-21,PATANJALI,Packaged Foods,Consumer Defensive,1466.3,53080,69.36,5.2,1.67,30.4,35.28,0.82,7.5,23.97,-9.58,6.21,4.36
2024-06-21,SJVN,Utilities - Renewable,Utilities,131.94,51850,56.38,3.68,20.1,39.59,32.83,1.34,6.48,228.21,47.09,7.36,-9.75
2024-06-21,PRESTIGE,Real Estate - Diversified,Real Estate,1983.2,79499,57.86,7.04,10.09,61.28,23.84,0.08,12.17,244.54,77.88,80.21,23.68
2024-06-21,ACC,Building Materials,Basic Materials,2590.2,48641,20.87,2.98,2.44,16.24,12.48,0.36,14.31,41.41,23.89,6.01,1.84
2024-06-21,NYKAA,Internet Retail,Consumer Cyclical,174.64,49877,1545.85,39.51,7.81,198712.88,149.21,0,2.56,17.44,1.12,6.78,-2.52
2024-06-21,SUNDARMFIN,Credit Services,Financial Services,4788.15,52765,36.74,4.76,14.25,-6.22,17.15,0.6,12.96,84.24,35.45,18.85,6.37
2024-06-21,UBL,Beverages - Brewers,Consumer Defensive,2066.9,54650,133.26,13.08,6.73,706.71,71.02,0.36,9.81,37.05,22.69,19.44,9.97
2024-06-21,ABCAPITAL,Financial Conglomerates,Financial Services,241.3,62739,18.63,2.34,1.92,-2.6,13.81,0,12.44,40.58,51.1,37.85,8.04
2024-06-21,MPHASIS,Information Technology Services,Technology,2429.75,45917,29.69,5.22,3.46,21.07,17.99,2.05,17.68,30.98,-11.27,1.69,2.63
2024-06-21,BALKRISIND,Auto Parts,Consumer Cyclical,3218.1,62212,42.28,7.03,6.64,29.87,24.12,0.5,16.62,30.66,28.64,41.39,3.36
2024-06-21,DIXON,Consumer Electronics,Technology,11539.1,69029,184.74,40.73,3.9,118.14,95.84,0.03,21.7,159.49,78.12,61.04,24.27
2024-06-21,MAHABANK,Banks - Regional,Financial Services,65.17,46150,11.24,2.32,3.6,3.98,1.54,1.9,20.49,135.27,42.92,8.89,-3.52
