date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,return12M,return6M,return3M,return1M
2020-06-01,COLPAL,Household & Personal Products,Consumer Defensive,1381.6,37578,46.02,23.57,8.32,40.42,29.8,1.95,51.22,19.89,-5.1,4.68,-5.31
2020-06-01,DLF,Real Estate - Development,Real Estate,152.2,37675,-63.15,1.09,6.2,105.92,14.46,2.14,-1.69,-20.4,-30.9,-26.4,3.64
2020-06-01,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,1163.5,39379,38.43,8.16,5.06,28.27,19.46,1.82,21.25,48.71,24.15,8.45,-0.78
2020-06-01,PGHH,Household & Personal Products,Consumer Defensive,10019.7,,,,,,,,,-8.77,-12.54,-7.67,-5.08
2020-06-01,BANDHANBNK,Banks - Regional,Financial Services,226.65,36497,12.08,2.4,4.63,5.54,4.87,1.67,19.9,-61.7,-60.22,-43.45,-13.61
2020-06-01,BIOCON,Biotechnology,Healthcare,385.5,46260,61.19,6.9,7.53,36.05,28.6,0.15,11.16,42.28,34.23,26.81,8.91
2020-06-01,HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,2326.3,46466,12.77,3.23,1.61,8.42,8.49,4.21,25.25,-13.21,-4.62,13.21,7.37
2020-06-01,GRASIM,Building Materials,Basic Materials,581.19,38383,8.69,0.68,0.52,2.31,11.39,1.84,7.79,-34.15,-25.71,-16.65,15.57
2020-06-01,AMBUJACEM,Building Materials,Basic Materials,188.95,,,,,,,,,-18.06,-8.03,-10.51,10.08
2020-06-01,TATASTEEL,Steel,Basic Materials,31.52,37955,26.58,0.52,0.25,1.88,9.6,3.97,2.12,-35.45,-22.99,-18.68,5.67
2020-06-01,HAVELLS,Electrical Equipment & Parts,Industrials,540.35,33816,45.95,7.84,3.6,41,29.52,1.9,17.06,-27.76,-19.69,-15.38,-4.11
2020-06-01,PETRONET,Oil & Gas Refining & Marketing,Energy,246.35,36953,13.67,3.32,1.04,12.91,9.33,4.89,24.31,-0.28,-10.63,-0.77,1.38
2020-06-01,INFRATEL,,,,,,,,,,,,,,,
2020-06-01,HINDPETRO,Oil & Gas Refining & Marketing,Energy,130.47,19882,7.53,0.64,0.07,3.64,11.54,8.68,8.52,-39.64,-27.46,-4.79,-11.17
2020-06-01,YESBANK,Banks - Regional,Financial Services,27.15,34075,-0.48,1.57,8.75,-0.59,-71.65,1.36,-75.74,-81.63,-56.9,-12.98,-2.69
2020-06-01,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,2282.05,27286,24.21,4.43,3.33,46.64,18.61,1.61,18.29,27.18,10.75,-13.64,-12.21
2020-06-01,BOSCHLTD,Auto Parts,Consumer Cyclical,10309.25,30406,46.86,3.28,3.2,22.76,21,1.02,7.01,-41.83,-34.13,-21.64,-2.86
2020-06-01,CADILAHC,,,,,,,,,,,,,,,
2020-06-01,IGL,Utilities - Regulated Gas,Utilities,470.55,32939,26.38,6.15,5.11,24.21,17.81,0.61,23.31,39.73,13.99,5.03,-1.28
2020-06-01,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,849.7,38492,-142.81,3.07,2.54,26.21,17.88,0.59,-2.15,13.97,7.3,30.8,1.72
2020-06-01,UPL,Agricultural Inputs,Basic Materials,419.3,32037,18.04,1.66,0.9,3.67,9.25,1.27,9.21,-37.04,-26.47,-19.61,-0.18
2020-06-01,NAUKRI,Internet Content & Information,Communication Services,2681.55,32854,-137.8,14.96,25.04,93.82,-516.21,0.3,-10.82,30.6,9.63,-3.85,5.26
2020-06-01,LTI,,,,,,,,,,,,,,,
2020-06-01,BANKBARODA,Banks - Regional,Financial Services,42.45,19615,18.3,0.26,0.49,12.91,-1.17,0,1.22,-68.14,-59.08,-41.77,-13.72
2020-06-01,MRF,Auto Parts,Consumer Cyclical,61446.05,26061,18.32,2.13,1.61,11.47,10.01,0.1,11.65,11.18,-1.04,-9.29,1.55
2020-06-01,MUTHOOTFIN,Credit Services,Financial Services,885.4,35508,11.32,3,5.45,-7.14,9.42,3.68,26.53,36.07,31.9,2.24,2.63
2020-06-01,NMDC,Steel,Basic Materials,64.8,19841,5.51,0.72,1.7,9.33,3.27,9.84,12.91,-16.77,-25.63,-9.79,4.67
2020-06-01,INDUSINDBK,Banks - Regional,Financial Services,410.1,28442,6.4,0.74,1.53,-2.2,2.98,2.2,11.66,-74.45,-73.44,-62.99,-12.4
2020-06-01,UBL,Beverages - Brewers,Consumer Defensive,965.2,25521,59.65,7.25,4.08,50.26,29.12,0.26,12.15,-28.22,-21.95,-21.75,2.83
2020-06-01,PFC,Credit Services,Financial Services,65.36,21570,3.03,0.44,1.27,-0.51,12.19,16.39,14.42,-34.27,-28.68,-27.86,-14.36
2020-06-01,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,725.65,42519,14.94,2.53,1.87,9.7,9.49,0.41,16.91,7.92,60.24,41.92,15.95
2020-06-01,VEDL,Other Industrial Metals & Mining,Basic Materials,93.65,34815,-5.66,0.68,0.42,1.91,14.79,4.15,-11.95,-41.67,-35.06,-21.66,4.58
2020-06-01,ADANIGREEN,Utilities - Renewable,Utilities,260.75,40782,-352.36,17.31,16,20.75,38.42,0,-0.98,502.19,102.84,63.48,23.9
2020-06-01,WHIRLPOOL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2033.6,25801,52.63,10.06,4.31,67.86,30.06,0.25,19.12,38.63,-11.95,-8.52,-1.25
2020-06-01,HONAUT,Electrical Equipment & Parts,Industrials,27650.3,24448,49.74,11.22,7.47,74.09,33.02,0.2,22.56,7.44,1.32,-15.81,-3.47
2020-06-01,TATAMOTORS,Auto Manufacturers,Consumer Cyclical,89.55,32216,-2.72,0.55,0.12,1.21,8.42,0.01,-19.32,-48.12,-47.14,-31.3,-3.97
2020-06-01,PNB,Banks - Regional,Financial Services,29.2,19674,36.5,0.31,0.71,-1.54,-0.37,0.15,0.69,-63.79,-54.2,-34.38,-9.6
2020-06-01,HINDALCO,Aluminum,Basic Materials,139.15,31037,8.22,0.53,0.26,2.44,5.4,1.03,6.46,-29.37,-30.81,-12.65,6.87
2020-06-01,GLAXO,Drug Manufacturers - General,Healthcare,1372.2,23246,249.49,12.77,7.27,47.39,58.82,1.46,5.12,8.47,-18.71,4.53,-4.99
2020-06-01,3MINDIA,Conglomerates,Industrials,18057,20342,63.14,11.62,6.82,83.01,39.56,0,18.4,-20.6,-17.43,-12.48,-6.92
2020-06-01,PEL,Financial Conglomerates,Financial Services,645.75,14565,566.45,0.48,1.12,1.94,6.81,3.82,0.08,-48.78,-32.7,-23.19,12.41
2020-06-01,KANSAINER,Specialty Chemicals,Basic Materials,250.77,20272,38.9,5.39,3.85,34.07,24.35,0.7,13.86,-18.47,-28.56,-24.78,-9.12
2020-06-01,ADANITRANS,,,,,,,,,,,,,,,
2020-06-01,CONCOR,Railroads,Industrials,394.4,24031,59.55,2.39,3.69,5.61,19.75,2.36,4.02,-25.59,-29.05,-19.44,5.72
2020-06-01,NHPC,Utilities - Renewable,Utilities,19.85,19940,6.92,0.64,2.03,6.66,7.32,14.53,9.21,-20.76,-17.29,-13.13,-4.57
2020-06-01,IDBI,Banks - Regional,Financial Services,24.45,25381,-1.7,0.73,2.35,121.74,-0.44,0.08,-36.85,-34.97,-32.37,-16.98,13.99
2020-06-01,BAJAJHLDNG,Asset Management,Financial Services,2066,22994,7.69,0.83,6.62,11.98,7.05,3.58,10.78,-40.91,-40.32,-38.66,1.38
2020-06-01,ABB,Specialty Industrial Machinery,Industrials,821.4,,,,,,,,,-42.35,-37.59,-29.25,-8.79
2020-06-01,JUBLFOOD,Restaurants,Consumer Cyclical,335.19,22118,78.98,19.71,5.65,30.39,25.6,0.65,24.95,28.17,5.85,-1.21,4.19
2020-06-01,MOTHERSUMI,,,,,,,,,,,,,,,
2020-06-01,PAGEIND,Apparel Manufacturing,Consumer Cyclical,19503.05,21754,63.38,26.53,7.52,42.1,39.15,1.25,41.86,-1.29,-11.59,-11.71,7.19
2020-06-01,TATACONSUM,Packaged Foods,Consumer Defensive,362.85,33439,72.72,2.42,3.48,30.9,32.2,0.66,3.33,48.71,13.78,2.12,3.2
2020-06-01,NIACL,Insurance - Diversified,Financial Services,117,19282,13.37,0.89,0.63,-18.07,4.53,0,6.64,-28.42,-19.78,6.75,-2.38
2020-06-01,GICRE,Insurance - Reinsurance,Financial Services,139.45,24466,-131.56,0.9,0.48,2.84,-36.65,4.84,-0.69,-38.13,-47.17,-16.37,-0.39
2020-06-01,PFIZER,Drug Manufacturers - General,Healthcare,4017.8,18381,36.11,5.41,8.54,56.87,22.13,0.56,14.99,26.36,-9.25,-9.16,-18.04
2020-06-01,ACC,Building Materials,Basic Materials,1283.75,,,,,,,,,-23.86,-14.93,-3.86,8.88
2020-06-01,BEL,Aerospace & Defense,Industrials,23.13,16908,9.27,1.68,1.34,6.58,5.3,5.8,18.11,-37.86,-31.47,-6.85,-3.75
2020-06-01,GILLETTE,Household & Personal Products,Consumer Defensive,4927.65,,,,,,,,,-33.76,-27.41,-16.1,-7.6
2020-06-01,IPCALAB,Drug Manufacturers - Specialty & Generic,Healthcare,763.47,19294,31.84,5.32,4.23,33.83,20.39,0.63,16.71,62.76,34.72,1.38,-5.67
2020-06-01,RECLTD,Credit Services,Financial Services,70.39,18536,3.73,0.52,2.17,-0.57,11.56,11.72,14.05,-35.07,-29.48,-21.62,-1.77
2020-06-01,HAL,Aerospace & Defense,Industrials,280.45,18756,6.51,1.42,0.88,12.28,4.55,7.15,21.75,-21.03,-27.36,-16.52,6.4
2020-06-01,OFSS,Software - Infrastructure,Technology,2563.2,22013,15.11,3.35,4.53,14.46,8.65,0.02,22.26,-25.01,-14.18,-3.66,9.22
2020-06-01,TRENT,Apparel Retail,Consumer Cyclical,507.95,18057,143.49,7.56,5.21,50,30.52,0.29,5.14,29.55,-0.84,-30.03,0.58
2020-06-01,RAJESHEXPO,Luxury Goods,Consumer Cyclical,488.9,14436,11.97,1.37,0.07,5.61,9.45,0.2,11.45,-25.65,-27.47,-27.65,-20.99
2020-06-01,PIIND,Agricultural Inputs,Basic Materials,1578.9,21806,47.73,8.33,6.59,31.24,28.93,0.34,17.43,38.82,5.46,1.99,-0.67
2020-06-01,SRF,Specialty Chemicals,Basic Materials,741.43,21309,20.91,4.32,3.02,16.34,15.97,0.38,20.66,30.22,16.11,-7.25,-0.31
2020-06-01,COROMANDEL,Agricultural Inputs,Basic Materials,650.8,19066,18.43,4.42,1.93,10.24,11.92,0.65,24.67,49.13,35.63,5.09,9.52
2020-06-01,GUJGASLTD,Utilities - Regulated Gas,Utilities,245.3,16887,14.09,5.09,1.65,11.89,10.7,0.5,36.14,33.39,13.15,-15.22,-5.29
2020-06-01,APOLLOHOSP,Medical Care Facilities,Healthcare,1373.3,19107,42,5.72,1.71,14.78,13.81,0.81,13.62,10.86,-6.59,-20.42,-1.51
2020-06-01,BATAINDIA,Footwear & Accessories,Consumer Cyclical,1387.55,17834,54.22,9.42,5.84,30.66,21.2,0.45,17.37,4.73,-17.24,-14.27,1.64
2020-06-01,VOLTAS,Specialty Industrial Machinery,Industrials,539.8,17862,34.54,4.17,2.34,38.62,22.44,0.91,12.08,-6.96,-22.15,-21.86,6.81
2020-06-01,IRCTC,Railroads,Industrials,283.15,22652,44.15,17.24,10.01,55.37,28.39,1.18,39.05,-9999999999,61.97,-18.6,6.9
2020-06-01,BALKRISIND,Auto Parts,Consumer Cyclical,1145.3,22141,23.07,4.42,4.71,18.87,15.12,2.31,19.16,47.11,24.08,2.57,22.52
2020-06-01,VBL,Beverages - Non-Alcoholic,Consumer Defensive,138.49,,,,,,,,,0.2,-14.37,-24.17,-6.92
2020-06-01,NAM-INDIA,Asset Management,Financial Services,270.05,16531,40.37,6.37,13.74,27.32,27.43,2.68,16.01,22.58,-22.66,-33.33,9.44
2020-06-01,GODREJPROP,Real Estate - Development,Real Estate,715.65,18037,65.24,3.75,7.39,-77.85,28.99,0,5.63,-19.33,-20.43,-28.44,5.62
2020-06-01,ADANIENT,Thermal Coal,Energy,150.5,16553,14.54,0.98,0.38,6.75,8.89,1.12,6.72,-2.75,-29.16,-33.33,6.44
2020-06-01,SRTRANSFIN,,,,,,,,,,,,,,,
2020-06-01,RELAXO,Footwear & Accessories,Consumer Cyclical,710.35,17635,78.06,13.86,7.37,55.3,42.59,0.36,17.78,68.4,20.44,1.86,11.73
2020-06-01,AUBANK,Banks - Regional,Financial Services,205.02,12471,18.37,2.85,4.77,18.91,5.65,0.21,15.42,-41.1,-49.53,-65.08,-24.66
2020-06-01,SANOFI,Drug Manufacturers - General,Healthcare,7773.6,,,,,,,,,42.23,8.73,5.18,-0.06
2020-06-01,TVSMOTOR,Auto Manufacturers,Consumer Cyclical,352,16724,26.77,5.1,1.01,44.78,13.19,1.2,19.03,-26.56,-22.05,-16.62,7.2
2020-06-01,ASTRAL,Building Products & Equipment,Industrials,522.96,14008,56.51,9.32,5.45,34.55,33.49,0.17,16.49,-12.31,-20.53,-18.97,-1.11
2020-06-01,MINDTREE,,,,,,,,,,,,,,,
2020-06-01,TORNTPOWER,Utilities - Independent Power Producers,Utilities,321.2,15438,13.15,1.69,1.15,4.28,8.94,6.27,12.83,30.6,16.33,0.82,-2.76
2020-06-01,SUNDARMFIN,Credit Services,Financial Services,1270.35,14115,17.68,2.11,6.6,1607.62,12.65,2.11,11.86,-25.39,-21.08,-18.15,0.67
2020-06-01,AARTIIND,Specialty Chemicals,Basic Materials,491.38,17124,31.94,5.75,4.17,15.54,19.66,0.62,18,8.19,21.93,-0.07,-10.85
2020-06-01,AIAENG,Specialty Industrial Machinery,Industrials,1724.25,16264,27.55,4.39,5.66,23.95,19.76,2.45,15.95,-3.59,4.7,-3.72,7.22
2020-06-01,CROMPTON,"Furnishings, Fixtures & Appliances",Consumer Cyclical,230.45,14456,29.36,9.84,3.2,35.18,22.46,1.04,33.81,-3.05,-9.8,-17.06,3.71
2020-06-01,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,46.4,13621,40.35,1.75,0.63,35.55,10.69,9.37,4.32,-47.78,-40.17,-38.5,-11.37
2020-06-01,MPHASIS,Information Technology Services,Technology,856.65,15980,13.58,2.74,1.81,12.1,8.93,3.8,20.32,-13.8,-1.45,-1.92,17.57
2020-06-01,LTTS,Information Technology Services,Technology,1188.2,12419,15.29,4.49,2.21,19.46,9.6,1.76,29.57,-32.44,-19.85,-29.09,-3.81
2020-06-01,RAMCOCEM,Building Materials,Basic Materials,617.4,14545,23.75,2.91,2.71,19.44,14.88,1.07,12.08,-24.35,-21.71,-20.47,11.71
2020-06-01,OBEROIRLTY,Real Estate - Development,Real Estate,334.9,12178,17.66,1.41,5.44,-43.18,12.37,0.72,7.99,-40.36,-38.2,-35.17,-2.79
2020-06-01,CHOLAFIN,Credit Services,Financial Services,152.1,12466,11.38,1.52,3.02,-6.01,9.71,1.61,12.85,-50.38,-49.58,-50.33,-4.61
2020-06-01,AJANTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,966,12645,27.03,4.87,4.94,27.68,16.22,0.9,18,38.59,47.73,-1.93,-2.57
2020-06-01,ZEEL,Broadcasting,Communication Services,185.9,17856,33.92,1.91,2.2,71.45,13.52,2.93,5.63,-47.99,-33.93,-25.97,16.66
2020-06-01,LICHSGFIN,Mortgage Finance,Financial Services,250.55,12645,5.26,0.69,2.6,-0.86,10.5,3.03,13.16,-55.15,-44.81,-24.08,-11.54
2020-06-01,ATUL,Specialty Chemicals,Basic Materials,4701.75,13947,20.93,4.42,3.48,15.82,14.32,1.09,21.12,16.19,15.99,-12.26,-3.11
2020-06-01,ABFRL,Apparel Manufacturing,Consumer Cyclical,128.73,10108,-61.3,9.47,1.16,15.69,11.85,0,-15.27,-38.09,-41.09,-48.64,12.97
2020-06-01,LALPATHLAB,Diagnostics & Research,Healthcare,1522.5,12690,55.63,12.29,9.54,44.7,31.79,1.23,21.88,46.73,-9.16,-9.19,-3.99
2020-06-01,WABCOINDIA,,,,,,,,,,,,,,,
2020-06-01,SCHAEFFLER,Auto Parts,Consumer Cyclical,642.76,,,,,,,,,-37.59,-26.98,-26.59,-6.69
2020-06-01,SUNTV,Broadcasting,Communication Services,406.65,16026,11.57,2.8,4.55,9.68,8.15,6.15,24.2,-25.95,-13.13,-5.84,5.87
2020-06-01,EXIDEIND,Auto Parts,Consumer Cyclical,173.85,14778,19.02,2.28,1.12,9.13,9.76,3.4,12.01,-18.36,-7.48,7.51,10.56
2020-06-01,POLYCAB,Electrical Equipment & Parts,Industrials,713.35,10621,14,2.77,1.23,43.47,8.93,1.69,19.79,16.78,-28.12,-32.12,-1.42
2020-06-01,SUPREMEIND,Building Products & Equipment,Industrials,1028.7,13068,27.95,5.78,2.39,24.23,15.2,2.7,20.67,-4.64,-9.29,-20.98,-6.02
2020-06-01,BHARATFORG,Auto Parts,Consumer Cyclical,334.2,15560,44.5,2.98,2.03,10.22,17.47,1.8,6.7,-28.49,-24.87,-24.7,8.09
2020-06-01,ADANIPOWER,Utilities - Independent Power Producers,Utilities,39.55,15255,-4.83,2.35,0.58,2.73,11.63,0,-35.1,-21.45,-36,-19.12,24.96
2020-06-01,BANKINDIA,Banks - Regional,Financial Services,34.55,11322,-3.68,0.25,0.52,-2.35,-2.38,0,-6.77,-63.5,-52.15,-29.99,-1.85
2020-06-01,MFSL,Insurance - Life,Financial Services,479.45,12922,89.12,6.02,0.71,2.37,24.9,2.41,6.75,6.52,-6.97,-18.93,2.05
2020-06-01,L&TFH,Credit Services,Financial Services,53.39,11509,6.7,0.78,2.47,5.32,9.36,4.21,11.57,-57.18,-51.82,-46.5,-12.5
2020-06-01,IDFCFIRSTB,Banks - Regional,Financial Services,23.65,11376,-3.98,0.74,1.7,1.04,7.54,0,-18.46,-47.91,-48.36,-37.43,7.99
2020-06-01,AKZOINDIA,Specialty Chemicals,Basic Materials,1911.8,8707,36.67,7.03,3.3,23.27,20.7,1.26,19.18,9.98,-4.38,-20.41,-8.34
2020-06-01,APLLTD,Drug Manufacturers - Specialty & Generic,Healthcare,851.6,16055,19.37,4.99,3.57,35.74,14.69,2.03,25.74,64.37,52.14,28.8,14.54
