date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,return12M,return6M,return3M,return1M
2021-06-01,ASIANPAINT,Specialty Chemicals,Basic Materials,2931,281141,89.55,21.95,13.07,76.33,55.06,0.18,24.51,73.1,21.55,22.02,15.56
2021-06-01,WIPRO,Information Technology Services,Technology,542.8,296355,28.46,5.36,4.78,20.09,17.02,0.18,19.52,152.41,50.65,24.64,10.16
2021-06-01,AXISBANK,Banks - Regional,Financial Services,745.15,228296,30.88,2.2,5.27,18.07,5.57,0,6.95,87.72,23.64,-1.17,4.23
2021-06-01,MARUTI,Auto Manufacturers,Consumer Cyclical,7091.15,214210,50.64,4.08,3.16,24.19,25.88,0.85,8.36,22.4,-8.37,-0.47,9.84
2021-06-01,LT,Engineering & Construction,Industrials,1474.65,207123,17.89,2.73,1.54,8.98,15.27,1.76,15.27,58.88,31.06,-1.49,10.01
2021-06-01,ULTRACEMCO,Building Materials,Basic Materials,6601.35,190413,34.87,4.31,4.3,15.23,17.38,0.2,12.37,73,34.9,1.55,5.13
2021-06-01,DMART,Discount Stores,Consumer Defensive,3044.8,197235,180.7,16.19,8.18,143.43,102.66,0,9.02,32.07,23.23,-3.88,6.73
2021-06-01,ADANIGREEN,Utilities - Renewable,Utilities,1271.05,198795,1869.19,90.36,63.63,124.17,99.52,0,9.55,387.46,11.01,8.05,24.74
2021-06-01,BAJAJFINSV,Financial Conglomerates,Financial Services,1182.99,188259,42.11,5.25,3.12,41.4,17.34,0.04,12.48,148.36,29.8,13.8,7.14
2021-06-01,SUNPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,671.05,161008,55.46,3.47,4.84,26.09,28.12,0.97,6.25,44.19,22.4,7.48,2.54
2021-06-01,ADANIPORTS,Marine Shipping,Industrials,798.2,162175,32.47,5.3,13.05,21.46,18.56,0,16.32,142.36,83.16,9.36,9.33
2021-06-01,HDFCLIFE,Insurance - Life,Financial Services,665.25,134444,98.85,15.56,1.87,13.94,90.56,0,15.75,28.9,2.67,-8.56,0.02
2021-06-01,TITAN,Luxury Goods,Consumer Cyclical,1591.4,141283,145.2,18.85,6.54,34.13,77.03,0.25,12.98,65.96,12.19,7.92,6.69
2021-06-01,ONGC,Oil & Gas Integrated,Energy,117.6,147945,9.1,0.67,0.49,3.14,5.19,2.09,7.38,40.08,32.58,3.16,8.74
2021-06-01,HINDZINC,Other Industrial Metals & Mining,Basic Materials,327.55,138401,17.34,4.28,6.27,13.1,10.81,11.54,24.7,89.28,37.57,2.99,7.36
2021-06-01,ADANIENT,Thermal Coal,Energy,1416.25,155761,168.8,9.08,3.95,38.52,56.02,0,5.38,841.03,216.45,54.72,22.23
2021-06-01,JSWSTEEL,Steel,Basic Materials,694.5,167081,21.22,3.66,2.14,8.87,10.81,0.29,17.34,258.08,87.27,62.21,-3.25
2021-06-01,POWERGRID,Utilities - Regulated Electric,Utilities,126.23,117402,9.75,1.68,2.99,3.99,7.06,5.81,17.21,41.28,16,-1.36,1.98
2021-06-01,SHREECEM,Building Materials,Basic Materials,27623.15,99667,43.6,6.47,7.56,23.43,22.48,0.01,14.85,31.11,10.91,-0.26,-1.03
2021-06-01,BAJAJ-AUTO,Auto Manufacturers,Consumer Cyclical,4238.95,122662,25.25,4.5,4.5,39.32,18.83,0.01,17.81,53.68,28.67,8.66,10.57
2021-06-01,ATGL,Utilities - Regulated Gas,Utilities,1440.6,158439,342.19,81.93,94.11,242.45,220.05,0,23.93,1128.13,295.71,117.37,25.19
2021-06-01,NTPC,Utilities - Regulated Electric,Utilities,110.2,106858,7.41,0.85,0.95,3.29,8.08,5.41,11.64,12.56,11.82,-2.22,7.56
2021-06-01,TATAMOTORS,Auto Manufacturers,Consumer Cyclical,318.1,121795,-8.11,2.42,0.49,4.2,12.21,0,-28.35,255.22,72.09,-8.72,8.25
2021-06-01,ADANITRANS,,,,,,,,,,,,,,,
2021-06-01,M&M,Auto Manufacturers,Consumer Cyclical,806.3,100239,49.93,2.41,1.37,5.6,15,0.26,4.36,74.86,8.1,-5.37,7.14
2021-06-01,DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,4220.1,112031,56.46,12.05,16.33,57.54,37.69,0,21.35,70.16,14.29,18.37,3.88
2021-06-01,TECHM,Information Technology Services,Technology,1030.5,99780,20.53,4.01,2.64,12.33,13.1,1.76,17.81,89.59,12.6,5.58,7.3
2021-06-01,DABUR,Household & Personal Products,Consumer Defensive,537.05,94920,56.24,12.39,9.98,44.89,41.21,0.62,22.1,14.45,7.09,3.66,-0.19
2021-06-01,GRASIM,Building Materials,Basic Materials,1438.83,95063,22.05,1.45,1.26,6.31,13.63,0.46,6.57,147.57,58.73,9.59,3.05
2021-06-01,BPCL,Oil & Gas Refining & Marketing,Energy,235.43,51071,2.89,0.95,0.22,2.18,3.56,9.64,30.18,35.97,19.54,0.96,11.63
2021-06-01,PIDILITIND,Specialty Chemicals,Basic Materials,2067.1,105041,92.95,18.78,14.49,75.45,60.3,0,20.23,40.32,27.99,17.14,13.84
2021-06-01,TATASTEEL,Steel,Basic Materials,110.09,132433,17.26,1.78,0.85,2.99,7.18,0.87,10.09,249.27,77.31,41.67,6.47
2021-06-01,SBILIFE,Insurance - Life,Financial Services,966.3,96637,66.41,9.29,1.18,4.06,57.37,0,14,24.72,12.6,6.6,4.05
2021-06-01,BRITANNIA,Packaged Foods,Consumer Defensive,3446.75,83022,44.53,23.4,6.44,44.27,30.02,3.4,52.54,0.35,-5.2,-0.99,-0.07
2021-06-01,SBICARD,Credit Services,Financial Services,1045.95,98375,100.77,15.61,12.96,142.09,47.72,0.1,15.62,90.94,24.72,-4.6,6.27
2021-06-01,IOC,Oil & Gas Refining & Marketing,Energy,73.27,103467,4.66,0.93,0.29,2.08,4.78,8.1,19.35,27.58,22.26,7.12,20.97
2021-06-01,VEDL,Other Industrial Metals & Mining,Basic Materials,268.25,99723,8.86,1.71,1.15,3.37,5.8,3.53,19.31,186.44,112.22,22.32,4.28
2021-06-01,COALINDIA,Thermal Coal,Energy,147.6,90962,7.16,2.49,1.1,8.61,4.14,8.47,34.78,-0.64,10.6,-4.71,10.94
2021-06-01,DRREDDY,Drug Manufacturers - Specialty & Generic,Healthcare,5316.5,88109,46.17,5.09,4.64,24.68,32.74,0.47,9.96,34.47,7.99,18.08,2.97
2021-06-01,GODREJCP,Household & Personal Products,Consumer Defensive,849.05,86815,50.45,9.2,7.87,42.77,37.6,0,18.23,34.07,19.22,21.4,22.74
2021-06-01,BERGEPAINT,Specialty Chemicals,Basic Materials,665.21,77534,107.73,22.96,11.51,97.43,63.24,0.04,21.31,62.89,19.35,9.12,13.39
2021-06-01,INDUSINDBK,Banks - Regional,Financial Services,1010.05,78115,25.28,1.66,4.02,1.74,3.51,0,6.24,146.29,12.7,-8.16,8.03
2021-06-01,HINDALCO,Aluminum,Basic Materials,394.7,88033,25.22,1.32,0.67,5.11,8.64,0.25,5.23,183.65,63.1,9.84,8.32
2021-06-01,EICHERMOT,Auto Manufacturers,Consumer Cyclical,2665.8,72866,54.14,6.37,8.41,43.09,33.29,0,11.78,56.94,4.56,2.57,10.08
2021-06-01,DLF,Real Estate - Development,Real Estate,287.3,71116,65,2.01,13.16,48.7,32.38,0.28,3.09,88.76,41.53,-11.38,16.17
2021-06-01,LTI,,,,,,,,,,,,,,,
2021-06-01,INDUSTOWER,Telecom Services,Communication Services,241.65,65120,13.8,4.1,4.67,8.7,10.29,9.19,23.8,7.76,0.88,-6.26,-4.3
2021-06-01,HAVELLS,Electrical Equipment & Parts,Industrials,1029.45,64445,61.72,12.45,6.21,97.6,36.79,0.29,20.17,90.52,23.69,-11.56,3.96
2021-06-01,CIPLA,Drug Manufacturers - General,Healthcare,946.45,76328,31.77,4.16,4.02,20.33,18.75,0,13.12,47.31,24.18,16.49,3.97
2021-06-01,SIEMENS,Specialty Industrial Machinery,Industrials,2059.3,,,,,,,,,82.97,34.22,7.45,9.45
2021-06-01,ICICIGI,Insurance - Diversified,Financial Services,1466.8,66680,45.45,8.78,5.15,39.35,30.87,0,19.39,12.61,-1.03,-2.01,3.73
2021-06-01,ICICIPRULI,Insurance - Life,Financial Services,552,79266,83.01,8.7,0.96,10.96,66.85,0,10.5,43.79,15.61,12.61,5.76
2021-06-01,MOTHERSUMI,,,,,,,,,,,,,,,
2021-06-01,INDIGO,Airlines,Industrials,1745.7,67194,-11.57,606.12,4.73,-41.63,96.26,0,-5237.67,83.07,6.18,-2.07,6.22
2021-06-01,HDFCAMC,Asset Management,Financial Services,2964.9,63139,47.7,13.22,34.08,58.18,34.88,0.94,27.76,11.7,15.55,-7.02,6.79
2021-06-01,AMBUJACEM,Building Materials,Basic Materials,324.2,,,,,,,,,71.58,24.17,14.92,4.9
2021-06-01,GAIL,Utilities - Regulated Gas,Utilities,106.97,71249,11.79,1.34,1.25,7.92,7.72,3.14,11.54,74.5,35.7,9.19,16.95
2021-06-01,TATACONSUM,Packaged Foods,Consumer Defensive,665.8,61357,71.59,4.22,5.32,37.04,40.72,0.44,5.89,83.49,20.97,4.54,-0.55
2021-06-01,HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,2976.75,59470,20.38,3.86,1.95,14.47,13.02,3.23,18.93,27.96,-5.19,-13.07,5.59
2021-06-01,NAUKRI,Internet Content & Information,Communication Services,4427.8,56935,39.73,10.55,50.47,206.51,34.19,0,26.25,65.12,6.5,-12.33,-9.91
2021-06-01,BANDHANBNK,Banks - Regional,Financial Services,302.85,48777,22.12,2.8,5.09,-53.65,7.46,0,12.67,33.62,-19.58,-14.67,-8.16
2021-06-01,MARICO,Household & Personal Products,Consumer Defensive,480.7,62016,52.94,19.14,7.76,30.9,37.76,1.56,36.17,42.03,23.37,17.52,16.83
2021-06-01,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,970.3,56854,10.66,2.59,2.32,17.08,6.92,0.41,24.33,33.71,8.03,10.2,-1.08
2021-06-01,BIOCON,Biotechnology,Healthcare,385.85,46302,62.33,6.07,6.61,39.93,30.73,0,9.71,0.09,-11.07,-4.18,1.63
2021-06-01,UPL,Agricultural Inputs,Basic Materials,815.8,62331,22.41,2.98,1.62,8.64,11.25,0.73,13.75,94.56,79.4,32.95,34.42
2021-06-01,MUTHOOTFIN,Credit Services,Financial Services,1308.9,52513,13.81,3.37,7.05,-6.72,10.21,0,24.43,47.83,11.01,-0.73,13.09
2021-06-01,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,1209.2,54860,45.25,3.97,3.68,30.11,21.82,0.5,8.81,42.31,32.09,13.97,13.06
2021-06-01,CHOLAFIN,Credit Services,Financial Services,545.65,44746,29.46,4.66,8.91,-5.06,15.53,0.24,15.84,258.74,47.19,0.92,-4.56
2021-06-01,CADILAHC,,,,,,,,,,,,,,,
2021-06-01,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,1392.82,47140,37.65,8.08,5.98,23.51,24.34,0.72,21.45,19.71,4.33,11.54,11.01
2021-06-01,COLPAL,Household & Personal Products,Consumer Defensive,1713.8,46613,45.02,39.98,9.64,59.47,30.14,1.98,88.81,24.04,11.38,6,15.65
2021-06-01,HONAUT,Electrical Equipment & Parts,Industrials,41518.05,36709,79.79,14.23,12.18,100.74,54.32,0.18,17.84,50.15,33.97,-11.06,-3.7
2021-06-01,APOLLOHOSP,Medical Care Facilities,Healthcare,3239.8,46584,301.66,10.12,4.45,36.83,42.23,0.08,3.27,135.91,35.56,5.98,1.32
2021-06-01,BOSCHLTD,Auto Parts,Consumer Cyclical,15108.55,44561,92.69,4.54,4.7,53.37,48.08,0.69,4.91,46.55,16.16,-0.91,11.84
2021-06-01,IDBI,Banks - Regional,Financial Services,37.75,40591,26.22,1.08,3.17,3.97,0.29,0.02,4.02,54.4,-3.58,6.64,7.09
2021-06-01,PGHH,Household & Personal Products,Consumer Defensive,12992.6,,,,,,,,,29.67,18.66,0.12,-4.1
2021-06-01,GLAND,Drug Manufacturers - General,Healthcare,3080.25,50391,48.9,8.54,14.72,83.3,34.74,0,16.89,-9999999999,39.86,26.41,10.74
2021-06-01,MCDOWELL-N,Beverages - Wineries & Distilleries,Consumer Defensive,612.4,43441,113.2,10.54,5.36,23.9,43.47,0,9.31,3.92,7.18,7.88,17.87
2021-06-01,NMDC,Steel,Basic Materials,139.43,40862,6.74,1.37,2.66,5.62,4.66,5.56,21,115.17,71.54,32.89,16.46
2021-06-01,PEL,Financial Conglomerates,Financial Services,1044.03,23547,18.75,0.69,1.84,6.43,7.15,1.34,3.92,61.68,20.39,-9.84,6.95
2021-06-01,GODREJPROP,Real Estate - Development,Real Estate,1361.1,37831,-181.97,4.55,49.46,-56.36,1654.42,0,-2.28,90.19,15.07,-10.72,-0.53
2021-06-01,YESBANK,Banks - Regional,Financial Services,13.35,33449,-8.09,1.01,3.66,0.6,9.75,0,-10.53,-50.83,-13.59,-18.35,-8.25
2021-06-01,JUBLFOOD,Restaurants,Consumer Cyclical,611.15,40327,174.12,28.26,12.24,53.72,50.32,0,16.24,82.33,20.13,-2.75,5.67
2021-06-01,PNB,Banks - Regional,Financial Services,41.65,43640,15.78,0.47,1,35.21,-0.25,0,2.77,42.64,16.34,-4.36,19.51
2021-06-01,AUBANK,Banks - Regional,Financial Services,494.55,30882,26.13,4.92,8.15,6.11,7.98,0,18.66,141.22,12.36,-17.64,-1.51
2021-06-01,BANKBARODA,Banks - Regional,Financial Services,79.35,41035,23.9,0.5,0.91,-46.26,-0.27,0,1.88,86.93,36.11,-7.3,18.88
2021-06-01,GUJGASLTD,Utilities - Regulated Gas,Utilities,540.4,37201,29.29,8.31,3.79,22.43,17.74,0.23,28.37,120.3,56.66,-1.66,1.78
2021-06-01,BAJAJHLDNG,Asset Management,Financial Services,3505.9,39019,10.69,1.05,10,143.63,10.29,0.02,9.82,69.7,11.56,-4.33,2.48
2021-06-01,CONCOR,Railroads,Industrials,693.15,42234,83.59,4.15,6.6,41.04,33.21,0.84,4.96,75.75,65.98,19.85,17.5
2021-06-01,SRTRANSFIN,,,,,,,,,,,,,,,
2021-06-01,IGL,Utilities - Regulated Gas,Utilities,524.75,36733,31.33,5.8,7.48,23.76,21.43,0.53,18.51,11.52,8.4,1.42,3.1
2021-06-01,ACC,Building Materials,Basic Materials,1973.45,,,,,,,,,53.73,14.86,9.86,4.82
2021-06-01,JINDALSTEL,Steel,Basic Materials,396.5,40444,11.13,1.27,0.91,3.38,5.29,0,13.41,205.94,50.67,13.43,-10.19
2021-06-01,GICRE,Insurance - Reinsurance,Financial Services,196.75,34518,17.33,1.06,0.71,2.6,4.81,0,6.13,41.09,39.79,-0.68,-3.91
2021-06-01,MRF,Auto Parts,Consumer Cyclical,83083.45,35237,27.59,2.63,2.19,8.15,11.89,0.12,9.52,35.21,5.31,-6.75,2.93
2021-06-01,HINDPETRO,Oil & Gas Refining & Marketing,Energy,187.7,26627,2.66,0.7,0.11,1.49,3.72,5.58,28,43.86,27.83,13.12,19.99
2021-06-01,MINDTREE,,,,,,,,,,,,,,,
2021-06-01,3MINDIA,Conglomerates,Industrials,25484,28708,176.8,15.03,11.03,89.41,97.35,0,8.5,41.13,12.2,-1.84,-0.21
2021-06-01,PIIND,Agricultural Inputs,Basic Materials,2613.6,39630,52.39,7.42,8.77,54.67,35.24,0.15,13.82,65.53,12,14.67,4.06
2021-06-01,PAGEIND,Apparel Manufacturing,Consumer Cyclical,31055.4,34639,101.7,39.15,12.5,49.78,63.82,0.8,38.49,59.23,33.68,7.29,4.7
2021-06-01,PETRONET,Oil & Gas Refining & Marketing,Energy,241.1,36166,12.31,3.06,1.39,10.16,7.69,6.21,24.89,-2.13,-5.84,-5.65,0.48
2021-06-01,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,121.65,35711,-217.23,4.54,1.84,-33.53,24.45,0,-2.1,162.18,27.78,-7.46,7.94
2021-06-01,HAL,Aerospace & Defense,Industrials,515.85,34499,10.63,2.24,1.53,2.28,5.65,2.91,21.04,83.94,21.71,-7.27,7.78
2021-06-01,MPHASIS,Information Technology Services,Technology,1950,36474,30.27,5.59,3.75,25.08,19.07,1.79,18.64,127.63,44.09,14.98,10.49
2021-06-01,VOLTAS,Specialty Industrial Machinery,Industrials,1013.2,33526,63.84,6.71,4.5,60.29,43.54,0.41,10.52,87.7,25.4,-5.57,5.86
2021-06-01,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,3101.75,37087,23.4,5.03,4.25,29.32,18.59,0.9,21.49,35.92,8.92,9.14,12.42
2021-06-01,TATAPOWER,Utilities - Independent Power Producers,Utilities,104.65,33440,33.01,1.5,1.04,4.01,9.37,1.57,5.05,165.27,51.12,-0.57,5.87
2021-06-01,UBL,Beverages - Brewers,Consumer Defensive,1250.65,33068,292.21,9.23,8.15,53.31,78.75,0.2,3.16,29.57,16.88,2.22,3.2
2021-06-01,ADANIPOWER,Utilities - Independent Power Producers,Utilities,95.35,36776,1589.17,2.8,1.4,5.24,8.79,0,9.69,141.09,76.08,46.92,0.63
2021-06-01,BALKRISIND,Auto Parts,Consumer Cyclical,2175.3,42053,35.71,7.01,7.41,31.41,21.7,0.55,19.63,89.93,32.13,33.16,22.9
2021-06-01,SAIL,Steel,Basic Materials,121.2,50062,12.07,1.1,0.73,2.14,6.19,0.83,9.14,297.38,123.41,54.49,1.42
2021-06-01,ASTRAL,Building Products & Equipment,Industrials,1394.44,37354,92.36,19.7,11.78,56.25,57.62,0.04,21.33,166.64,68.67,12.41,17.74
2021-06-01,KANSAINER,Specialty Chemicals,Basic Materials,384.07,31048,58.61,7.66,6.16,48.07,34.48,0.77,13.07,53.16,5.46,-1.6,3.66
2021-06-01,SRF,Specialty Chemicals,Basic Materials,1311.72,38857,32.33,5.67,4.68,21.93,19.32,0.36,17.47,76.92,24.53,15.25,1.98
2021-06-01,IDFCFIRSTB,Banks - Regional,Financial Services,57.55,32665,66.15,1.82,3.13,2.33,7.43,0,2.7,143.34,55.75,-14.23,5.21
2021-06-01,BEL,Aerospace & Defense,Industrials,48.98,35804,17.06,3.24,2.59,7.03,9.8,2.86,18.98,111.76,27.79,-3.9,11.52
2021-06-01,TATACOMM,Telecom Services,Communication Services,1122.95,32005,25.59,277.19,1.87,10.06,9.73,0.36,1083.17,139.1,9.6,-8.61,2.07
2021-06-01,PFC,Credit Services,Financial Services,95.32,31457,2.68,0.52,1.17,-0.53,11.77,9.99,19.33,45.84,4.11,-10.78,9.92
2021-06-01,IRFC,Credit Services,Financial Services,23.6,30842,6.45,0.86,1.96,-0.34,18.18,6.07,12.3,-9999999999,-9999999999,-7.45,10.8
2021-06-01,ABB,Specialty Industrial Machinery,Industrials,1693.25,,,,,,,,,106.14,44.48,10.47,22.59
2021-06-01,DALBHARAT,Building Materials,Basic Materials,1815.3,33968,29.11,2.65,3.4,9.42,12.9,0,9.14,223.18,53.68,20.82,20.51
2021-06-01,MFSL,Insurance - Life,Financial Services,936.45,32316,64.54,9.67,1.03,4.69,49.69,0.04,12.73,95.32,47.48,1.35,4.53
2021-06-01,VBL,Beverages - Non-Alcoholic,Consumer Defensive,223.71,,,,,,,,,61.54,18.94,-3.97,5.91
2021-06-01,ABCAPITAL,Financial Conglomerates,Financial Services,118.65,28658,25.46,2.09,1.12,448.05,13.8,0,8.2,153.53,29.81,-8.48,3.58
2021-06-01,SUNDARMFIN,Credit Services,Financial Services,2489.95,27665,23.55,3.58,10.93,61.54,13.52,0.62,15.07,96.01,40.73,-10.29,0.36
2021-06-01,WHIRLPOOL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,2158.75,27389,77.85,9.58,4.64,52.25,40.58,0.23,12.31,6.15,0.47,-11.52,-2.82
2021-06-01,IRCTC,Railroads,Industrials,378.92,30314,161.93,20.82,39.04,122.46,97.16,0.13,12.85,33.82,37.48,0.45,5.76
2021-06-01,LTTS,Information Technology Services,Technology,2687,28226,42.72,8.13,5.18,21.18,24.64,0.78,19.1,126.14,51.58,-0.93,-1.54
2021-06-01,TVSMOTOR,Auto Manufacturers,Consumer Cyclical,612.7,29109,48.98,7.61,1.71,25.28,17.82,0.34,15.53,74.06,23,-2.23,-2.88
2021-06-01,BHARATFORG,Auto Parts,Consumer Cyclical,666.65,31039,-246,5.73,5.1,30.43,54.54,0,-2.33,99.48,23.59,5.73,9.22
2021-06-01,OFSS,Software - Infrastructure,Technology,3510.8,30215,17.21,4.41,6.06,15.74,11,5.12,25.73,36.97,15.03,8.76,0.93
2021-06-01,TRENT,Apparel Retail,Consumer Cyclical,840.2,29869,-204.43,12.91,11.59,104.79,97.26,0.12,-6.32,65.41,23.96,-7.76,8.18
2021-06-01,IDEA,Telecom Services,Communication Services,8.5,24426,-0.55,-0.64,0.58,1.56,-18.49,0,115.71,29.77,-14.57,-23.77,1.8
2021-06-01,IOB,Banks - Regional,Financial Services,16.65,27368,32.65,1.6,2.4,5.53,0.06,0,4.44,117.65,50.68,-2.35,6.05
2021-06-01,SUPREMEIND,Building Products & Equipment,Industrials,2243.4,28498,29.14,8.99,4.52,22.86,19.21,0.22,30.86,118.08,38.85,6.34,9.46
2021-06-01,RECLTD,Credit Services,Financial Services,109.09,28726,3.43,0.66,2.1,-0.66,11.02,7.56,19.14,54.98,15.03,-0.55,13.55
2021-06-01,CUMMINSIND,Specialty Industrial Machinery,Industrials,779.85,21618,34.04,4.65,5.04,27.41,22.24,1.8,13.65,108.1,36.23,-9.79,-6.89
2021-06-01,NIACL,Insurance - Diversified,Financial Services,162.25,26739,16.31,1.05,0.8,39.44,6.85,0,6.35,38.68,37.15,5.36,11.24
2021-06-01,CANBK,Banks - Regional,Financial Services,31.81,5239,1.66,0.08,0.11,0.09,-2.47,0,4.63,72.97,44.66,-4.07,14.63
2021-06-01,CROMPTON,"Furnishings, Fixtures & Appliances",Consumer Cyclical,398.3,25001,40.85,12.94,5.22,30.11,31.72,0.75,31.93,72.84,22.72,1.88,3.48
2021-06-01,M&MFIN,Credit Services,Financial Services,160,19769,22.92,1.25,2.91,3.39,11.6,0,4.9,80.49,-4.68,-25.23,-1.14
2021-06-01,NHPC,Utilities - Renewable,Utilities,25.75,25866,7.9,0.78,2.73,5.1,7.28,7.15,9.9,29.72,19.21,3.83,6.19
2021-06-01,GLAXO,Drug Manufacturers - General,Healthcare,1495.75,25339,70.75,17.14,8.74,43.85,41.13,2.67,24.23,9,-3.63,-1.84,2.53
2021-06-01,IPCALAB,Drug Manufacturers - Specialty & Generic,Healthcare,1032.82,26204,22.95,5.57,4.88,24.04,16.64,0.39,24.25,35.28,-7.94,5.3,-1.88
2021-06-01,L&TFH,Credit Services,Financial Services,91.8,22670,20.54,1.21,6.49,4.15,11.66,0,5.17,71.94,9.23,-18.25,5.46
2021-06-01,RAMCOCEM,Building Materials,Basic Materials,950.3,22417,27.95,3.91,4.25,11.85,16.12,0.32,13.67,53.92,7.31,-6.26,-3.57
2021-06-01,INDIAMART,Internet Content & Information,Communication Services,3617.7,21970,76.5,13.64,32.81,68.12,53.4,0.01,17.37,184.3,44.35,-11.45,-8.97
2021-06-01,TIINDIA,Conglomerates,Industrials,1189.35,22933,81.96,9.92,3.94,89.18,39.5,0.18,11.9,203.56,42.67,4.71,-3.67
2021-06-01,AARTIIND,Specialty Chemicals,Basic Materials,855.4,29809,56.95,8.51,6.92,34.16,33.57,0.15,14.94,74.08,43.1,31.52,6.6
2021-06-01,COROMANDEL,Agricultural Inputs,Basic Materials,799.3,23450,17.68,4.55,2.16,5.65,11.26,2.25,25.81,22.82,0.9,2.91,7.74
2021-06-01,DEEPAKNTR,Chemicals,Basic Materials,1760.35,24010,30.95,10.23,5.54,23.96,19.44,0,33.06,249,107.75,9.87,-5.64
2021-06-01,LALPATHLAB,Diagnostics & Research,Healthcare,2897.75,24152,82.21,19.4,15.27,60.66,49.83,0.41,23.42,90.33,28.71,24.63,-1.19
2021-06-01,JKCEMENT,Building Materials,Basic Materials,2845.7,21989,30.98,5.88,3.38,13.8,15.42,0,18.99,135.79,36.14,5.58,1.4
2021-06-01,BANKINDIA,Banks - Regional,Financial Services,76.2,24971,12,0.5,1.2,0.66,-2.61,0,4.17,120.55,56.31,-5.52,14.85
2021-06-01,UNIONBANK,Banks - Regional,Financial Services,34.35,22008,7.68,0.34,0.56,1.07,-0.48,0,4.42,34.71,10.99,-13.8,0.44
2021-06-01,RELAXO,Footwear & Accessories,Consumer Cyclical,1087.4,27016,92.78,17.18,11.52,52.65,53.32,0,18.54,53.08,49.45,29.61,24.28
2021-06-01,SYNGENE,Biotechnology,Healthcare,584.15,23366,57.78,8.28,11.18,33.32,31.03,0,14.35,62.38,2.64,6.05,5.49
2021-06-01,LICHSGFIN,Mortgage Finance,Financial Services,477.6,24103,8.79,1.17,4.57,-1.41,11.95,1.68,13.3,90.62,34.1,2.86,17.72
2021-06-01,EMAMILTD,Household & Personal Products,Consumer Defensive,507.5,22560,49.61,12.8,7.9,24.48,33.23,1.58,25.8,160.93,18.35,12.62,3.22
2021-06-01,DIXON,Consumer Electronics,Technology,4107.4,24057,152.86,32.63,3.73,141.42,84.71,0,21.67,306.55,79.68,6.54,-2.25
2021-06-01,ATUL,Specialty Chemicals,Basic Materials,8569.85,25318,38.75,6.62,6.88,35.26,24.84,0,17.14,82.27,38.6,28.86,5.95
2021-06-01,OBEROIRLTY,Real Estate - Development,Real Estate,605.05,22000,29.76,2.35,10.72,31.61,22.52,0,7.89,80.67,14.04,8.55,10.56
