date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,return12M,return6M,return3M,return1M
2022-06-01,ADANIGREEN,Utilities - Renewable,Utilities,1848.4,289093,766.97,110.59,56.32,92.45,95.35,0,18.71,45.42,33.01,-5.25,-34.69
2022-06-01,ASIANPAINT,Specialty Chemicals,Basic Materials,2852.5,273548,90.3,19.81,9.45,277.29,54.41,0.64,21.94,-2.68,-8.29,-0.68,-10.86
2022-06-01,BAJAJFINSV,Financial Conglomerates,Financial Services,1259.66,200244,44.04,4.98,2.97,-5.95,18.58,0.2,11.32,6.48,-27.97,-19.79,-15.78
2022-06-01,ADANITRANS,,,,,,,,,,,,,,,
2022-06-01,DMART,Discount Stores,Consumer Defensive,3874.05,250952,169.47,18.35,8.13,182.86,96.83,0,10.91,27.23,-19.27,-9.41,-2.74
2022-06-01,LT,Engineering & Construction,Industrials,1648,231549,26.73,2.81,1.49,12.08,19.09,1.09,10.52,11.76,-8.51,-5.95,-1.87
2022-06-01,ATGL,Utilities - Regulated Gas,Utilities,2325.9,255805,502.35,105.87,85.22,349.41,315.18,0.01,21.08,61.45,46.03,32.81,-6.52
2022-06-01,AXISBANK,Banks - Regional,Financial Services,686.05,210601,14.94,1.78,4.11,7.48,4.34,0,11.94,-7.93,1.94,-7,-5.68
2022-06-01,MARUTI,Auto Manufacturers,Consumer Cyclical,7939.4,239834,61.82,4.33,2.82,130.31,32.24,0.57,7.01,11.96,10.14,4.53,3.99
2022-06-01,TITAN,Luxury Goods,Consumer Cyclical,2197.6,195100,89.77,20.97,6.79,-269.47,57.83,0.18,23.36,38.09,-7.24,-14.63,-7.92
2022-06-01,ADANIENT,Thermal Coal,Energy,2150.9,236559,304.66,10.63,3.41,170.77,62.15,0.05,3.49,51.87,25.92,30.85,-8.06
2022-06-01,SUNPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,839.25,201365,61.71,4.19,5.24,22.41,29.93,1.07,6.82,25.07,11.63,2.24,-9.11
2022-06-01,ONGC,Oil & Gas Integrated,Energy,149.75,188390,4.14,0.73,0.35,2.41,3.77,6.86,17.54,27.34,2.64,-12.07,-4.22
2022-06-01,ULTRACEMCO,Building Materials,Basic Materials,5975.65,172336,23.48,3.42,3.33,18.56,19.13,0.62,14.56,-9.48,-18.5,-0.08,-10.53
2022-06-01,JSWSTEEL,Steel,Basic Materials,569.5,136709,6.66,2.03,0.95,5.2,5.03,1.15,30.71,-18,-11.64,-13.01,-22.19
2022-06-01,ADANIPORTS,Marine Shipping,Industrials,736.9,155661,32.58,3.71,9.17,14.94,17.25,0.66,11.64,-7.68,-0.07,4.27,-13.97
2022-06-01,TATASTEEL,Steel,Basic Materials,106.36,129885,3.2,1.13,0.53,2.93,3,2.33,35.09,-3.39,-4.87,-18.39,-17.88
2022-06-01,POWERGRID,Utilities - Regulated Electric,Utilities,171.9,159878,9.5,2.1,3.91,6.12,7.23,6.76,22.07,36.18,11.21,5.21,-1.01
2022-06-01,VEDL,Other Industrial Metals & Mining,Basic Materials,316.05,117208,6.27,1.79,0.89,3.35,3.91,14.23,28.76,17.82,-6.3,-20.18,-22.51
2022-06-01,TECHM,Information Technology Services,Technology,1146.6,100626,18.26,3.74,2.25,19.04,10.99,3.96,20.7,11.27,-28.04,-19.63,-6.87
2022-06-01,TATAMOTORS,Auto Manufacturers,Consumer Cyclical,444.6,170240,-14.88,3.82,0.62,11.92,10.48,0,-25.68,39.77,-7.39,1.72,2.71
2022-06-01,HINDZINC,Other Industrial Metals & Mining,Basic Materials,310,143530,13.6,4.19,4.99,11.31,8.4,5.3,28.09,-5.36,-10.83,-8.93,-4.13
2022-06-01,NTPC,Utilities - Regulated Electric,Utilities,156.8,152044,9.12,1.12,1.15,3.64,8.06,4.67,12.32,42.29,23.46,18.7,-0.44
2022-06-01,HINDALCO,Aluminum,Basic Materials,410.65,87285,6.66,1.12,0.45,5.18,4.97,0.76,17.56,4.04,-3.3,-32.27,-15.23
2022-06-01,PIDILITIND,Specialty Chemicals,Basic Materials,2205.2,112088,92.85,17.5,11.34,117.32,60.26,0.39,18.86,6.68,-0.15,-5.71,-9.03
2022-06-01,DIVISLAB,Drug Manufacturers - Specialty & Generic,Healthcare,3555.15,94379,31.88,8.05,10.73,49.37,23.34,0.56,25.24,-15.76,-25.27,-14.55,-21.17
2022-06-01,HDFCLIFE,Insurance - Life,Financial Services,607.15,128235,93.7,8.21,1.9,21.79,87.57,0.35,8.5,-8.73,-12.13,14.18,4.71
2022-06-01,COALINDIA,Thermal Coal,Energy,196.05,120821,6.96,2.8,1.2,2.94,4.13,8.93,40.23,32.83,22.72,3.76,4.48
2022-06-01,SBILIFE,Insurance - Life,Financial Services,1152.75,115318,76.65,9.92,1.39,5.29,68.94,0.22,12.96,19.3,-1.13,6.61,6.63
2022-06-01,IOC,Oil & Gas Refining & Marketing,Energy,78.8,108520,4.32,0.81,0.19,4.21,4.76,10.04,18.8,7.55,-3.28,3.1,-6.67
2022-06-01,GRASIM,Building Materials,Basic Materials,1430.86,94568,12.51,1.25,1,13.44,11.72,1.13,9.97,-0.55,-15.69,-4.46,-14.47
2022-06-01,LTI,,,,,,,,,,,,,,,
2022-06-01,BAJAJ-AUTO,Auto Manufacturers,Consumer Cyclical,3720.1,107648,17.45,3.61,3.35,25.65,13.49,3.76,20.65,-12.24,13.15,12.83,2.67
2022-06-01,M&M,Auto Manufacturers,Consumer Cyclical,1047.35,116480,17.8,2.47,1.3,12.6,11.81,0.84,13.96,29.9,25.14,37.44,13.68
2022-06-01,DABUR,Household & Personal Products,Consumer Defensive,517.55,91496,52.76,10.92,8.47,50.77,36.31,1.06,20.75,-3.63,-10.97,-8.06,-7.12
2022-06-01,DLF,Real Estate - Development,Real Estate,337,83419,55.61,2.29,14.61,29.46,34.34,0.6,4.13,17.3,-12.74,-0.6,-8.31
2022-06-01,SHREECEM,Building Materials,Basic Materials,21791.5,78626,33.72,4.5,5.39,29.47,18.99,0.49,13.36,-21.11,-15.91,-4.54,-16.92
2022-06-01,SIEMENS,Specialty Industrial Machinery,Industrials,2419.05,,,,,,,,,17.47,10.67,2.3,7.65
2022-06-01,CIPLA,Drug Manufacturers - General,Healthcare,983.55,79355,31.55,3.81,3.67,23.86,18.81,0.51,12.08,3.92,7.84,5.2,0.71
2022-06-01,SBICARD,Credit Services,Financial Services,772.95,72903,45.41,9.4,8.44,-16.6,29,0,20.85,-26.1,-21.94,2.69,-5.76
2022-06-01,NYKAA,Internet Retail,Consumer Cyclical,242.55,68997,1617,51.49,18.28,-194.93,397.19,0,3.07,-9999999999,-37.4,-3.26,-15.48
2022-06-01,SRF,Specialty Chemicals,Basic Materials,2397.45,71066,37.61,8.3,5.77,33.75,23.31,0.3,22.05,82.77,15.03,2.29,-4.29
2022-06-01,BPCL,Oil & Gas Refining & Marketing,Energy,326,70495,5.94,1.36,0.2,3.47,5.58,20.54,22.51,-30.76,-15.52,-5.89,-11.04
2022-06-01,INDIGO,Airlines,Industrials,1825.55,70331,-11.41,-11.75,2.71,33.64,83.42,0,102.9,4.57,-2.67,5.53,-2.21
2022-06-01,BRITANNIA,Packaged Foods,Consumer Defensive,3551.3,85540,56.09,33.44,6.13,65.82,36.24,2.9,59.61,3.03,-0.07,5.49,8.56
2022-06-01,GODREJCP,Household & Personal Products,Consumer Defensive,765.8,78310,43.91,6.78,6.38,53.99,32.69,0,15.43,-9.81,-16.13,4.36,-0.78
2022-06-01,TATAPOWER,Utilities - Independent Power Producers,Utilities,232.75,74410,43.42,3.32,1.78,11.12,13.87,0.75,7.76,122.41,3.17,2.71,-6.34
2022-06-01,INDUSINDBK,Banks - Regional,Financial Services,928.35,71916,14.98,1.42,3.26,4.31,2.13,0.54,9.51,-8.09,-2.4,1.76,-8.82
2022-06-01,HAVELLS,Electrical Equipment & Parts,Industrials,1191.15,74598,62.36,12.43,5.39,43.17,38.75,0.55,19.93,15.71,-13.89,7.86,-7.65
2022-06-01,ICICIPRULI,Insurance - Life,Financial Services,547.9,78751,104.16,8.6,1.27,47.95,80.91,0.36,8.29,-0.74,-9.19,17.85,5.59
2022-06-01,TATACONSUM,Packaged Foods,Consumer Defensive,761.1,70140,74.99,4.63,5.68,46.27,44.69,0.57,6.18,14.31,-1.7,10.78,-7.68
2022-06-01,DRREDDY,Drug Manufacturers - Specialty & Generic,Healthcare,4319,71677,30.48,3.76,3.34,25.5,22.12,0.58,12.37,-18.76,-6.04,16.14,4.73
2022-06-01,ADANIPOWER,Utilities - Independent Power Producers,Utilities,307.1,118447,31.89,6.33,4.27,11.58,12.27,0,26.26,222.08,204.66,150.29,9.54
2022-06-01,MINDTREE,,,,,,,,,,,,,,,
2022-06-01,GAIL,Utilities - Regulated Gas,Utilities,99.33,66160,5.4,1.03,0.71,7.02,4.09,6.04,19.12,-7.14,12.66,-6.29,-5.43
2022-06-01,BERGEPAINT,Specialty Chemicals,Basic Materials,500.83,58377,70.13,14.87,6.74,103.05,42.51,0.47,21.21,-24.71,-17.67,-9.39,-15.75
2022-06-01,EICHERMOT,Auto Manufacturers,Consumer Cyclical,2771.7,75785,45.24,6.01,7.48,49.63,28.37,0.61,13.3,3.97,12.87,15.03,8.59
2022-06-01,AWL,Packaged Foods,Consumer Defensive,645.85,83940,93.74,11.04,1.55,70.07,52.8,0,10.57,-9999999999,-9999999999,69.85,-14.3
2022-06-01,ICICIGI,Insurance - Diversified,Financial Services,1252.65,61492,48.51,6.69,3.71,83.86,32.05,0,13.83,-14.6,-13.57,0.98,-2.43
2022-06-01,MARICO,Household & Personal Products,Consumer Defensive,520.25,67183,54.84,20.07,7.11,66.12,39.13,1.78,36.59,8.23,-2.16,1.8,-0.51
2022-06-01,APOLLOHOSP,Medical Care Facilities,Healthcare,3839,55199,52.29,9.82,3.8,32.55,24.24,0.08,18.77,18.49,-29.33,-21.94,-10.82
2022-06-01,ZOMATO,Internet Retail,Consumer Cyclical,74.7,57093,-44.73,3.46,13.62,-82.38,-49.21,0,-7.32,-9999999999,-48.45,-9.12,7.48
2022-06-01,MCDOWELL-N,Beverages - Wineries & Distilleries,Consumer Defensive,801.5,56854,68.62,11.48,5.89,58.17,38.9,0,16.73,30.88,-10.46,-8.58,-5.27
2022-06-01,MPHASIS,Information Technology Services,Technology,2529.45,47508,33.45,6.84,3.97,27.69,21.04,2.56,20.61,29.72,-18.06,-19.59,-7.69
2022-06-01,IRCTC,Railroads,Industrials,687.8,55024,83.47,29.42,29.3,105.01,58.03,0.44,35.26,81.52,-16.11,-13.99,-6.74
2022-06-01,INDUSTOWER,Telecom Services,Communication Services,201.2,54211,8.51,2.45,1.96,5.94,4.76,0,28.77,-16.74,-28.32,-5,-1.47
2022-06-01,AMBUJACEM,Building Materials,Basic Materials,371.65,,,,,,,,,14.64,-1.31,28.07,-1.72
2022-06-01,CHOLAFIN,Credit Services,Financial Services,671.55,55140,25.64,4.69,9.4,-9.9,16.56,0.3,18.3,23.07,18.26,-0.64,-10.04
2022-06-01,UPL,Agricultural Inputs,Basic Materials,779.75,59577,17,2.42,1.3,9.17,11.29,1.28,14.7,-4.42,9.4,9.25,-6.08
2022-06-01,NAUKRI,Internet Content & Information,Communication Services,4080.3,52516,4.14,3.05,33.05,74.31,3.71,0.39,74.01,-7.85,-29.83,-11.09,-9.93
2022-06-01,BANKBARODA,Banks - Regional,Financial Services,101.85,52671,6.71,0.57,1.08,8.48,0.71,0,8.54,28.36,14.95,-0.73,-9.67
2022-06-01,BAJAJHLDNG,Asset Management,Financial Services,5051.15,56217,13.86,1.31,12.86,34.92,13.43,2.54,9.47,44.08,-6.87,-0.69,-5.15
2022-06-01,TATAELXSI,Software - Application,Technology,8606,53596,97.51,33.48,21.69,110.96,66.14,0.56,34.34,138.43,45.93,29.23,12.17
2022-06-01,JINDALSTEL,Steel,Basic Materials,376.2,38376,6.67,1.08,0.55,2.39,3.33,0.26,18.99,-5.12,4.66,-15.48,-29.4
2022-06-01,LODHA,Real Estate - Development,Real Estate,500.1,48161,38.1,3.98,5.27,24.1,15.92,0,9.93,59.7,-30.02,-7.63,-2.73
2022-06-01,LTTS,Information Technology Services,Technology,3489.2,36823,38.45,8.85,5.6,36.6,23.7,0.99,22.99,29.85,-35.57,-25.1,-11.53
2022-06-01,GLAND,Drug Manufacturers - General,Healthcare,2800.8,46018,38.03,6.43,10.5,58.19,26.4,0,16.93,-9.07,-23.25,-13.84,-12.61
2022-06-01,MUTHOOTFIN,Credit Services,Financial Services,1111.95,44628,11.11,2.38,5.61,-27.95,9.13,1.8,21.38,-15.05,-25,-21.9,-12.7
2022-06-01,PEL,Financial Conglomerates,Financial Services,1067.68,25482,13.28,0.72,3.31,3.02,12.59,3.13,5.42,2.27,-27.31,-10.75,-13.72
2022-06-01,BEL,Aerospace & Defense,Industrials,82.03,59963,25,4.88,3.98,14.25,16.36,1.71,19.53,67.48,19.09,14.44,3.34
2022-06-01,JSWENERGY,Utilities - Independent Power Producers,Utilities,264.6,43386,25.2,2.49,5.34,14.7,12.98,0.76,9.93,110,-18.11,-21.57,-13.23
2022-06-01,HAL,Aerospace & Defense,Industrials,946.67,63311,12.46,3.28,2.57,6.22,9.17,2.11,26.3,83.52,46.03,37.42,20.2
2022-06-01,BANDHANBNK,Banks - Regional,Financial Services,332.55,53567,426.35,3.08,4.64,59.37,11.4,0.3,0.72,9.81,19.92,17.07,-1.17
2022-06-01,PAGEIND,Apparel Manufacturing,Consumer Cyclical,44194.3,49294,91.87,45.28,13.23,150.79,61.2,0.68,49.29,42.31,15.03,5.66,-3.07
2022-06-01,NMDC,Steel,Basic Materials,97.19,28483,3.02,1.58,1.1,4.1,2.26,15.17,52.33,-30.29,-13.36,-17.14,-21.14
2022-06-01,TORNTPHARM,Drug Manufacturers - Specialty & Generic,Healthcare,1408.22,47661,61.33,8.01,5.66,26.43,29.76,1.42,13.06,1.11,-5.55,0.56,0.86
2022-06-01,PGHH,Household & Personal Products,Consumer Defensive,14106.05,,,,,,,,,8.57,-6.73,-8.3,2.29
2022-06-01,GODREJPROP,Real Estate - Development,Real Estate,1367.65,38020,107.94,4.38,20.83,-84.17,68.68,0,4.06,0.48,-32.3,-11.17,-15.36
2022-06-01,IDBI,Banks - Regional,Financial Services,36.75,39516,15.57,0.93,3.05,7.8,0.19,0.02,5.95,-2.65,-21.31,-15.13,-19.23
2022-06-01,HEROMOTOCO,Auto Manufacturers,Consumer Cyclical,2757.6,55101,23.79,3.48,1.9,26.19,14.66,3.46,14.62,-7.36,11.99,14.07,10.87
2022-06-01,HDFCAMC,Asset Management,Financial Services,1854.25,39548,28.39,7.15,18.7,31.54,20.68,1.83,25.19,-37.46,-28.11,-11.21,-8.6
2022-06-01,ABB,Specialty Industrial Machinery,Industrials,2456.35,,,,,,,,,45.07,18.18,13.75,19.74
2022-06-01,TRENT,Apparel Retail,Consumer Cyclical,1109.45,39440,372.3,16.68,8.86,679.06,55.19,0.11,4.48,32.05,8.67,-1.92,-9.08
2022-06-01,MOTHERSUMI,,,,,,,,,,,,,,,
2022-06-01,ALKEM,Drug Manufacturers - Specialty & Generic,Healthcare,3113,37221,22.62,4.31,3.54,33.5,18.86,1.13,19.05,0.36,-9.47,-4.21,-4.88
2022-06-01,PIIND,Agricultural Inputs,Basic Materials,2732.3,41439,49.12,6.77,7.82,78.38,33.19,0.18,13.79,4.54,-5.51,10.52,-4.68
2022-06-01,BOSCHLTD,Auto Parts,Consumer Cyclical,14537.25,42876,35.19,4.01,3.71,159.69,23.25,0.79,11.41,-3.78,-11.9,-4.17,0.53
2022-06-01,COLPAL,Household & Personal Products,Consumer Defensive,1623.85,44167,40.95,25.46,8.67,27.17,27.34,2.39,62.16,-5.25,11.99,12.66,-1.17
2022-06-01,CANBK,Banks - Regional,Financial Services,41.75,7574,1.19,0.11,0.15,8.24,-2.38,0,8.75,31.25,1.09,-2.88,-9.14
2022-06-01,BALKRISIND,Auto Parts,Consumer Cyclical,2334.2,45125,31.44,6.51,5.49,49.69,19.46,1.24,20.7,7.3,6.04,29.82,10.94
2022-06-01,VOLTAS,Specialty Industrial Machinery,Industrials,1048.05,34679,68.81,6.31,4.42,59.36,45.66,0.48,9.17,3.44,-15.93,-12.45,-14.86
2022-06-01,CONCOR,Railroads,Industrials,653.95,39845,37.82,3.71,5.22,29.72,20.2,1.22,9.82,-5.66,2.05,9.79,1.47
2022-06-01,STARHEALTH,Insurance - Diversified,Financial Services,709.05,40808,-38.02,6.38,3.85,-5397.8,-31.39,0,-16.27,-9999999999,-9999999999,3.27,1.07
2022-06-01,VBL,Beverages - Non-Alcoholic,Consumer Defensive,369.7,,,,,,,,,65.26,26.3,12.68,0.39
2022-06-01,SAIL,Steel,Basic Materials,76.45,31578,2.58,0.58,0.31,1.02,2.19,9.71,22.58,-36.92,-26.49,-24.42,-21.06
2022-06-01,ASTRAL,Building Products & Equipment,Industrials,1357.72,36373,75.39,15.57,8.3,66.97,46.81,0.12,20.71,-2.63,-18.8,-3.14,-12.37
2022-06-01,ACC,Building Materials,Basic Materials,2195.85,,,,,,,,,11.27,-2.93,12.26,-6.45
2022-06-01,BIOCON,Biotechnology,Healthcare,327.7,39098,60.46,4.64,4.87,33.23,27.06,0,7.69,-15.07,-10.67,-3.63,-12.1
2022-06-01,SONACOMS,Auto Parts,Consumer Cyclical,571.9,33420,92.09,16.71,15.84,75.17,56.58,0.13,18.07,-9999999999,-25.38,-5.35,-9.77
2022-06-01,UBL,Beverages - Brewers,Consumer Defensive,1533.9,40558,110.99,10.31,7.24,45.08,55.12,0.03,9.29,22.65,1.41,9.94,-1.26
2022-06-01,AUBANK,Banks - Regional,Financial Services,643.13,40505,36.03,5.39,9.58,5.91,9.46,0,15.04,30.04,13.19,11.06,-6.19
2022-06-01,AUROPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,540.7,31682,11.97,1.29,1.36,6.32,7.32,0.83,10.78,-44.27,-19.8,-12.57,-15.84
2022-06-01,PNB,Banks - Regional,Financial Services,31.4,34575,8.9,0.35,0.84,1.73,-0.71,0,3.96,-24.61,-18.44,-10.54,-10.41
2022-06-01,HINDPETRO,Oil & Gas Refining & Marketing,Energy,229.55,32563,4.47,0.79,0.09,2.06,5.72,9.9,17.62,-18.47,-23.1,-17.74,-15.73
2022-06-01,PERSISTENT,Information Technology Services,Technology,1869.57,27680,41.39,8.22,4.85,32.76,25.37,0.72,20.5,49.92,-13.77,-8.64,-9.84
2022-06-01,ZYDUSLIFE,Drug Manufacturers - Specialty & Generic,Healthcare,372.65,38150,8.5,2.24,2.57,18.13,7.13,0.98,26.4,-39.84,-19.07,5.99,6.43
2022-06-01,POLYCAB,Electrical Equipment & Parts,Industrials,2493.7,37267,41.15,6.72,3.1,72.84,26.54,0.4,16.39,48.6,5.45,7.66,1.07
2022-06-01,HONAUT,Electrical Equipment & Parts,Industrials,31749.1,28072,82.77,9.9,9.56,106.5,53.99,0.27,11.95,-23.53,-17.81,-21.62,-21.22
2022-06-01,TATACOMM,Telecom Services,Communication Services,970.75,27667,18.67,29.83,1.65,6.58,7.9,1.44,159.74,-13.55,-25.51,-16.75,-10.41
2022-06-01,JUBLFOOD,Restaurants,Consumer Cyclical,556,36597,87.28,18.82,8.36,39.35,34.47,0.22,21.61,-9.02,-26.85,-0.69,1.6
2022-06-01,AARTIIND,Specialty Chemicals,Basic Materials,749.8,27181,22.92,6.02,5.24,52.41,17.54,0.47,26.25,-12.35,-21.81,-14.89,-11.54
2022-06-01,GUJGASLTD,Utilities - Regulated Gas,Utilities,561.4,38647,30.02,6.86,2.36,23.26,18.39,0.36,22.87,3.89,-15.25,6.64,13.21
2022-06-01,ASHOKLEY,Farm & Heavy Construction Machinery,Industrials,139.9,41069,-114.67,5.62,1.57,14.44,27.86,0.43,-4.91,15,15.96,26.95,10.86
2022-06-01,IOB,Banks - Regional,Financial Services,18,34025,19.57,1.51,3.03,6.14,0.07,0,7.56,8.11,-14.69,0.56,-0.55
2022-06-01,PAYTM,Software - Infrastructure,Technology,654.4,42442,-17.22,3,8.55,-34.33,-19.63,0,-16.91,-9999999999,-60.3,-17.82,8.87
2022-06-01,OBEROIRLTY,Real Estate - Development,Real Estate,795.45,28923,27.62,2.78,10.74,27.06,21.4,0,10.05,31.47,-6.97,-8.59,-16.18
2022-06-01,LUPIN,Drug Manufacturers - Specialty & Generic,Healthcare,607.95,27630,-18.07,2.27,1.71,75.22,81.84,1.07,-12.57,-49.72,-30.36,-15.5,-18.05
2022-06-01,MAXHEALTH,Medical Care Facilities,Healthcare,369.55,35833,59.22,5.7,9.23,48.39,36.73,0,9.63,60.43,-2.43,0.14,-5.59
2022-06-01,BHARATFORG,Auto Parts,Consumer Cyclical,694.25,32324,29.89,4.92,3.26,63.9,16.93,0.51,16.46,4.14,-1.35,7.79,2.33
2022-06-01,TTML,Telecom Services,Communication Services,121.85,23821,-19.59,-1.26,22.08,44.94,90.44,0,6.45,645.26,-6.45,12.72,-8.21
2022-06-01,LINDEINDIA,Specialty Chemicals,Basic Materials,3066.65,,,,,,,,,95.21,23.32,16.4,-12.3
2022-06-01,LAURUSLABS,Drug Manufacturers - Specialty & Generic,Healthcare,560.25,30106,36.5,8.98,6.16,33.04,22.62,0.29,24.69,5.21,9.55,3.7,-5.58
2022-06-01,INDHOTEL,Lodging,Consumer Cyclical,236.6,33607,-120.1,4.76,11.52,50.04,66.72,0.16,-3.51,79.47,23.04,18.33,-9.59
2022-06-01,TIINDIA,Conglomerates,Industrials,1599.95,30872,40.22,10.05,2.58,34.47,23.48,0.23,25.03,34.52,-1.76,5.27,-13.3
2022-06-01,POLICYBZR,Insurance Brokers,Financial Services,658.65,28922,-32.38,5.34,20.3,-18.45,-36.95,0,-15.39,-9999999999,-45.59,-0.14,1.59
2022-06-01,CUMMINSIND,Specialty Industrial Machinery,Industrials,1026.25,28448,30.47,5.53,4.7,39.96,21.29,1.56,18.15,31.6,11.37,7.91,-0.46
2022-06-01,OFSS,Software - Infrastructure,Technology,3284.35,28327,15.06,3.99,5.42,15.26,10.15,6.09,26.6,-6.45,-21.01,-2.85,-6.26
2022-06-01,YESBANK,Banks - Regional,Financial Services,13.25,33198,31.55,0.99,3.64,1.41,2.4,0,3.16,-0.75,5.58,2.32,-3.99
2022-06-01,SRTRANSFIN,,,,,,,,,,,,,,,
2022-06-01,DEEPAKNTR,Chemicals,Basic Materials,2012.8,27454,25.74,8.22,4.05,33.32,16.9,0.27,31.95,14.34,-12.84,1.92,-12.42
2022-06-01,ATUL,Specialty Chemicals,Basic Materials,8091.9,23942,39.62,5.41,4.77,103.44,24.28,0.25,13.64,-5.58,-8.95,-8.61,-8.93
2022-06-01,SCHAEFFLER,Auto Parts,Consumer Cyclical,2401.05,,,,,,,,,130.81,52.28,28.66,5.81
2022-06-01,FLUOROCHEM,Specialty Chemicals,Basic Materials,2912,31989,41.23,7.52,8.09,43.15,25.01,0.07,18.5,216.75,17.11,9.92,6.7
2022-06-01,PFC,Credit Services,Financial Services,88.8,29305,2.09,0.41,0.97,5.98,11.27,15.38,19.55,-6.84,-8.42,0.91,-5.01
2022-06-01,TVSMOTOR,Auto Manufacturers,Consumer Cyclical,737.2,35024,46.28,7.96,1.64,-22.23,18.17,0.54,17.2,20.32,9.65,25.9,13.58
2022-06-01,PETRONET,Oil & Gas Refining & Marketing,Energy,223.35,33503,9.74,2.45,0.78,9.63,6.36,4.7,25.15,-7.36,0.36,3.93,7.35
2022-06-01,ABFRL,Apparel Manufacturing,Consumer Cyclical,274.45,25624,-232.58,9.24,3.17,26.96,24.91,0,-3.92,38.93,3.76,2.67,-2.83
2022-06-01,RUCHI,,,,,,,,,,,,,,,
2022-06-01,GLAXO,Drug Manufacturers - General,Healthcare,1525.2,25838,15.25,9.7,7.92,31.87,11.87,1.96,63.64,1.97,-11.89,0.09,-1.73
2022-06-01,IRFC,Credit Services,Financial Services,21.25,27771,4.56,0.68,1.37,-0.43,19.7,3.62,14.85,-9.96,-9.19,-2.3,-4.49
2022-06-01,DALBHARAT,Building Materials,Basic Materials,1362.4,25528,31.28,1.59,2.31,13.21,11.16,0.39,5.08,-24.95,-27.06,-4.51,-9.28
2022-06-01,NHPC,Utilities - Renewable,Utilities,34.1,34254,9.72,0.98,3.78,7.46,10.7,5.69,10.09,32.43,4.76,16.38,1.94
2022-06-01,IDEA,Telecom Services,Communication Services,9.35,30032,-0.95,-0.48,0.78,1.73,36.13,0,45.58,10,-35.29,-15.77,0.54
2022-06-01,ZEEL,Broadcasting,Communication Services,253.15,24316,25.21,2.24,2.97,86.87,13.65,1.17,8.88,18.74,-27.58,6.37,-0.88
2022-06-01,MRF,Auto Parts,Consumer Cyclical,76331.5,32374,48.37,2.31,1.7,-56.01,14.94,0.2,4.77,-8.13,3.32,15.59,5.14
2022-06-01,TRIDENT,Textile Manufacturing,Consumer Cyclical,47.2,23623,28.26,6.14,3.58,26.17,16.3,1.52,21.69,197.79,5.71,-8.62,-8.79
2022-06-01,COFORGE,Information Technology Services,Technology,3793.45,23108,35.61,8.45,3.59,30.18,23.34,1.36,24.21,5.71,-29.1,-18.92,-7.85
2022-06-01,IPCALAB,Drug Manufacturers - Specialty & Generic,Healthcare,889.25,22561,25.52,4.13,3.91,26.35,17.39,0.45,16.18,-13.9,-12.78,-8.2,-11.99
