date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-28,MANGCHEFER,Agricultural Inputs,Basic Materials,126.53,1500,9.69,1.6,0.4,3.02,5.41,1.19,16.48,1.11,22.15,0.65,17.81,3.93,24.84,16.99
2024-06-28,AGARIND,Specialty Chemicals,Basic Materials,1152,1724,15.78,3.37,0.81,15.35,11.47,0.22,21.37,0.71,20.61,1.09,83.98,24.53,43.93,26.7
2024-06-28,REPRO,Specialty Business Services,Industrials,631,903,74.56,2.33,1.88,33.2,17.55,0,3.12,0.13,5.41,3.14,3.71,-28.34,-24.37,-13.89
2024-06-28,DOLPHIN,Oil & Gas Equipment & Services,Energy,702.75,2812,504.47,12.7,434.69,796.41,1095.87,0,2.52,0.01,-2.2,-5.2,2211.68,448.17,136.1,-15.51
2024-06-28,UTTAMSUGAR,Confectioners,Consumer Defensive,345,1316,9.95,1.89,0.64,39.47,7.56,0.84,18.99,1.09,25.25,1.43,5.23,-14.94,10.56,7.63
2024-06-28,CENTRUM,Financial Conglomerates,Financial Services,39.15,1569,-15.78,3.56,0.72,13.08,-82.73,0,-22.55,9.9,-0.82,0.51,85.11,38.58,37.13,-0.63
2024-06-28,HESTERBIO,Drug Manufacturers - Specialty & Generic,Healthcare,2400.45,2043,108.11,7,6.71,42.42,34.13,0.33,6.47,0.84,6.55,-3.72,38.23,64.65,72.14,33.6
2024-06-28,BETA,,,,,,,,,,,,,,,,,,
2024-06-28,MARINE,Marine Shipping,Industrials,156.15,,,,,,,,,,,,219.98,53.69,73.12,57.01
2024-06-28,BLISSGVS,Drug Manufacturers - Specialty & Generic,Healthcare,101.52,1063,14.28,1.1,1.38,6.97,7.91,0.51,7.8,0.1,11.79,2.46,25.72,-18.56,-10.04,-1.91
2024-06-28,MSPL,Steel,Basic Materials,25.88,998,76.12,1.71,0.35,5.85,10.7,0,2.47,1.34,43.05,-0.6,202.69,6.28,-15.42,1.49
2024-06-28,LINCOLN,Drug Manufacturers - Specialty & Generic,Healthcare,612.9,1228,13.16,2.07,2.11,19.42,9.1,0.24,15.74,0,14.68,0.47,51.15,0.56,4.58,7.41
2024-06-28,SAURASHCEM,Building Materials,Basic Materials,134.5,1493,26.37,1.61,0.85,9.62,10.82,0.74,6.1,0.09,7.84,-0.07,-9999999999,-9999999999,27.13,18.29
2024-06-28,MATRIMONY,Internet Content & Information,Communication Services,624.15,1390,28.05,4.77,2.89,22.7,14.65,0.8,17,0.2,13.08,3.8,-1.41,7.68,18.69,13.05
2024-06-28,HARDWYN,Building Products & Equipment,Industrials,30.79,1075,104.94,2.81,7.03,502.41,63.8,0,2.68,0.02,3.93,12.11,-18.22,-24.35,-7.4,6.36
2024-06-28,GMBREW,Beverages - Wineries & Distilleries,Consumer Defensive,634.85,1161,7.66,1.41,1.89,19.58,6.19,0.95,18.43,0,12.28,0.15,34.78,12.48,25.17,0.1
2024-06-28,SURAJEST,Real Estate - Development,Real Estate,499.5,2216,32.83,4.29,5.38,245.85,11.17,0,13.08,0.83,29.85,0.3,-9999999999,51.09,91.53,29.45
2024-06-28,SICALLOG,Integrated Freight & Logistics,Industrials,170.2,1111,-39.24,38.67,5.02,138.99,23.92,0,-98.54,17.66,-6.13,0.41,-9999999999,-32.85,-3.57,7.69
2024-06-28,TREL,Real Estate Services,Real Estate,46.09,,,,,,,,,,,,-9999999999,1.52,-0.35,7.06
2024-06-28,PAKKA,Paper & Paper Products,Basic Materials,252.57,990,22.79,3.93,2.44,21.07,12.36,0.95,17.26,0.73,17.21,-2.86,-9999999999,15.41,-12.94,-6.11
2024-06-28,HERANBA,Agricultural Inputs,Basic Materials,351.2,1406,40.28,1.67,1.12,13.11,16.93,0.36,4.14,0.2,5.71,-0.61,-8.39,-11.75,23.81,16.7
2024-06-28,RAMRAT,Electrical Equipment & Parts,Industrials,384.3,1691,32.35,4.12,0.57,12.22,14.69,1.3,12.73,0.61,17.97,1.96,31.65,29.77,49.85,4.73
2024-06-28,DVL,Capital Markets,Financial Services,364.5,1277,8.34,0.43,3.16,-181.7,6.81,1.37,5.17,0.13,0.66,-0.12,29.99,14.82,13.37,9.61
2024-06-28,NACLIND,Agricultural Inputs,Basic Materials,73.84,1471,-24.97,2.88,0.83,29.18,83.55,0.34,-11.52,1.54,-1.51,0.15,-21.9,0.19,31.27,10.62
2024-06-28,RML,Auto Parts,Consumer Cyclical,866.55,1410,466.71,5.51,0.63,11.74,47.1,0,1.18,2.85,9.95,-5.19,15.9,5.85,25.97,7.85
2024-06-28,NELCAST,Metal Fabrication,Industrials,149.61,1302,23.94,2.51,1.03,67.97,12.43,0.27,10.48,0.63,10.23,0.29,63.24,-5.25,16.43,10.41
2024-06-28,KOKUYOCMLN,Business Equipment & Supplies,Industrials,151.94,1525,34.77,5.14,1.87,80.91,19.39,0.33,14.79,0.27,18.23,0.44,28.87,4.25,36.88,7.11
2024-06-28,ALLSEC,Specialty Business Services,Industrials,1154.05,1759,27.48,7.16,3.75,19.36,14.06,2.6,26.07,0.18,29.17,0.89,108.14,76.87,57.96,5.07
2024-06-28,MACPOWER,Specialty Industrial Machinery,Industrials,1388,1389,57.26,11.66,5.76,83.55,37.41,0.11,20.36,0,25.49,0.65,331.66,132.22,25.42,-0.74
2024-06-28,INNOVANA,,,,,,,,,,,,,,,,,,
2024-06-28,ROTO,Specialty Industrial Machinery,Industrials,527.05,1656,42,8.49,6.03,42.84,24.13,0.3,20.09,0.27,24.76,2.22,40.21,25.19,49.54,22.81
2024-06-28,STERTOOLS,Tools & Accessories,Industrials,367.95,1326,23.94,2.96,1.42,13.04,12.37,0.54,12.38,0.26,14.51,1.53,1.9,3.08,20.03,3.1
2024-06-28,MUKKA,Packaged Foods,Consumer Defensive,35.29,1059,15.11,2.67,0.79,-7.04,11.02,0,17.69,0.92,22.18,0.26,-9999999999,-9999999999,-3.32,5.5
2024-06-28,TIL,Farm & Heavy Construction Machinery,Industrials,308.75,1959,1.39,62.01,29.28,-23.52,9.29,0,803.74,5.44,-58.25,0,182.74,-17.7,88.9,20.65
2024-06-28,CSLFINANCE,Credit Services,Financial Services,452.75,1016,16.02,2.14,6.22,-7.93,16.86,0.55,13.34,1.06,8.88,0.5,41.97,-0.52,-5.1,9.8
2024-06-28,GICHSGFIN,Mortgage Finance,Financial Services,245.35,1322,8.73,0.72,1.26,2.53,45.03,1.83,8.28,4.69,2.01,-0.3,31.94,14.36,21.82,16.17
2024-06-28,SATIA,Paper & Paper Products,Basic Materials,127.2,1272,6.02,1.36,0.74,3.51,3.67,0.94,22.65,0.34,23.27,0.61,10.18,-8.59,17.45,12.52
2024-06-28,MUFTI,Apparel Retail,Consumer Cyclical,163.5,1055,17.79,3.09,1.86,18.74,7.91,0,17.33,0.74,17.2,-0.75,-9999999999,-43.91,-2.07,-3.23
2024-06-28,CREST,Financial Conglomerates,Financial Services,379.45,1070,17.79,0.97,6.1,-145.28,13.84,0.26,5.44,0.19,6.27,-0.21,66.83,31.59,1.25,5.05
2024-06-28,AVADHSUGAR,Confectioners,Consumer Defensive,636.7,1275,9.95,1.24,0.47,-16.57,7.77,1.57,12.46,1.28,20.07,0.36,18.62,-4.76,19.89,20.34
2024-06-28,WINDLAS,Drug Manufacturers - Specialty & Generic,Healthcare,717.65,1493,25.65,3.32,2.37,13.7,16.27,0.56,12.93,0.01,14.24,0.61,134.99,67.38,40.63,14.92
2024-06-28,KRYSTAL,Conglomerates,Industrials,810.05,1132,19.15,3.01,1.1,498.37,18.25,0,9.12,0.23,15.91,0.16,-9999999999,-9999999999,6.8,3.67
2024-06-28,YUKEN,Specialty Industrial Machinery,Industrials,1237.7,1610,83.91,5.76,3.81,49.55,33.48,0.06,6.73,0.28,10.35,0.99,91.97,73.08,51.87,2.94
2024-06-28,ASIANENE,Oil & Gas Equipment & Services,Energy,308.55,1251,47.62,4.5,4.1,-25.05,26.53,0,9.16,0.08,15.35,-0.31,123.75,14.15,13.77,11.73
2024-06-28,SPORTKING,Textile Manufacturing,Consumer Cyclical,847.05,1077,15.3,1.19,0.45,-4.56,8.1,0,7.8,0.97,10.26,-0.35,-0.69,3.17,6.37,7.42
2024-06-28,KOTYARK,,,,,,,,,,,,,,,,,,
2024-06-28,CLSEL,Packaged Foods,Consumer Defensive,204.76,1060,9.16,1.48,0.78,-60.24,6.9,0,16.2,0.25,20.06,-5.21,21.38,-17.15,0.59,-1.27
2024-06-28,KAMOPAINTS,Steel,Basic Materials,40,252,18.1,1.58,0.86,-16.21,11.36,0,8.69,0.13,10.42,-0.1,42.15,16.58,19.62,17.72
2024-06-28,HUBTOWN,Real Estate - Development,Real Estate,169.96,1359,-15.22,1.08,5.27,8.46,-303.65,0,-6.79,0.75,1.72,0.04,299.91,104.03,29.25,37.45
2024-06-28,VALIANTORG,Chemicals,Basic Materials,402.9,1111,-131.24,1.52,1.54,13.23,32.05,0,-1.15,0.35,0.4,1.2,-28.02,-20.05,5.8,1.7
2024-06-28,INDOTECH,Electrical Equipment & Parts,Industrials,1607.15,1707,36.43,7.86,3.39,53.72,25.6,0,21.58,0.02,24.48,0.44,282.06,142.63,62.6,-12.74
2024-06-28,COFFEEDAY,Restaurants,Consumer Cyclical,55.32,1169,-3.62,0.41,1.15,6.19,-11.2,0,-11.29,0.48,1.05,0.24,39.87,-13.43,11.42,0.22
2024-06-28,SYNCOMF,Drug Manufacturers - Specialty & Generic,Healthcare,12.48,1174,46.34,4.07,4.45,-196.89,27.4,0,8.79,0.25,8.36,3.8,64.21,-17.08,11.93,0.65
2024-06-28,NDRAUTO,Auto Parts,Consumer Cyclical,847.35,1008,26.03,3.97,1.68,36.76,15.16,0.29,15.27,0.12,14.75,0.69,109.57,0.92,-3.85,2.77
2024-06-28,DHANBANK,Banks - Regional,Financial Services,41.81,1058,18.3,1.03,1.73,61.18,0.45,0,5.61,0.29,0.43,1.06,150.36,36.41,1.36,-0.21
2024-06-28,ONEPOINT,Specialty Business Services,Industrials,59.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.31,0.42,15.61,NaN,167.72,18.17,12.83,7.57
2024-06-28,HIRECT,Electrical Equipment & Parts,Industrials,672.95,1154,92.44,9.26,2.23,34.02,34.02,0,10.05,1.08,23.27,-0.32,114.69,24.62,11.46,-9.29
2024-06-28,KABRAEXTRU,Specialty Industrial Machinery,Industrials,414.35,1450,42.85,3.21,2.38,44.13,21.91,0.81,7.48,0.19,9.57,-4.37,-9.95,-2.65,40.91,3.8
2024-06-28,REMUS,,,,,,,,,,,,,,,,,,
2024-06-28,INDORAMA,Textile Manufacturing,Consumer Cyclical,44.61,1165,-5.73,3.16,0.3,-12.04,-75.83,0.01,-55.27,3.64,-9.56,-0.01,-8.12,-14.38,14.83,7.62
2024-06-28,GULPOLY,Chemicals,Basic Materials,199.94,1243,70,2.11,0.9,18.75,22.71,0.25,3.01,0.6,3.03,-1.16,-21.93,-5.44,23.31,10.43
2024-06-28,HEUBACHIND,Specialty Chemicals,Basic Materials,464.95,1074,26.09,2.27,1.36,11.36,12.28,0,8.71,0.06,9.69,0.23,31.98,-21.11,6.54,22.02
2024-06-28,OAL,Specialty Chemicals,Basic Materials,384.45,1294,141.86,2.05,1.55,9.12,27.46,0.13,1.44,0.33,3.79,-2.64,11.82,-3.94,28.99,7.13
2024-06-28,CREATIVE,Electronics & Computer Distribution,Technology,749.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.37,0.34,20.48,NaN,52.6,-0.79,5.19,3.79
2024-06-28,ONWARDTEC,Information Technology Services,Technology,398,897,26.43,4.33,1.9,14.38,15.02,0.74,16.37,0.14,16.74,0.13,-23.34,-36.31,-10.1,1.74
2024-06-28,URJA,Solar,Technology,21.26,1185,559.47,6.81,26.64,-137.16,297.9,0,1.17,0.03,0.85,18.03,122.62,44.63,12.49,0.52
2024-06-28,PVP,Conglomerates,Industrials,23.75,619,9.97,2.7,72.99,1266.81,9.53,0,27.1,0.19,-4.15,-0.17,125.12,64.36,-37.66,-12.52
2024-06-28,ROHLTD,Lodging,Consumer Cyclical,358.45,984,20.27,5.15,3.35,16.55,12.03,0.56,25.42,1.05,14.75,6.55,10.5,13.2,-0.76,-0.75
2024-06-28,BLAL,Shell Companies,Financial Services,294.2,1226,-330.56,252.61,NaN,2158.91,-397.55,0,-76.79,0,-5.7,-0.67,81.6,41.04,24.34,18.27
2024-06-28,SATINDLTD,Steel,Basic Materials,89.75,1015,3.94,1.57,2.03,-4.2,2.97,0.36,39.78,0.1,8.61,0.01,15.06,-22.02,3.04,2.92
2024-06-28,VIMTALABS,Diagnostics & Research,Healthcare,475.3,1054,25.7,3.3,3.31,17.31,11.67,0.42,12.83,0.06,15.2,-1.92,17.97,17.78,7.09,-1.24
2024-06-28,ZUARIIND,Conglomerates,Industrials,397.4,1184,1.66,0.3,1.41,16.56,3.2,0.32,18.22,0.61,0.46,0.01,176.26,101.37,21.01,34.08
2024-06-28,GSLSU,Building Materials,Basic Materials,213.1,904,48.32,2.73,4.01,-24.24,27.8,0,5.66,0.44,6.03,-1.28,5.21,18.42,-7.65,2.28
2024-06-28,NAHARSPING,Textile Manufacturing,Consumer Cyclical,293,1057,-20.69,0.71,0.35,-2.68,23.67,0.51,-3.45,0.78,-0.29,0.14,8.86,3.31,9.1,11.05
2024-06-28,MANALIPETC,Specialty Chemicals,Basic Materials,92.46,1591,82.79,1.5,1.54,25.25,19.47,0.81,1.81,0.1,1.69,-1.33,39.77,16.6,64.52,11.4
2024-06-28,SASTASUNDR,Pharmaceutical Retailers,Healthcare,339,1079,121.4,1.41,0.8,28.26,-60.54,0,1.17,0.01,-2.15,-1.08,16.6,-17.36,11.59,1.42
2024-06-28,DLINKINDIA,Communication Equipment,Technology,467.2,1659,17.91,3.81,1.34,13.76,12.53,2.14,21.29,0.02,25.37,2.46,85.07,44.42,72.02,14.36
2024-06-28,RGL,Luxury Goods,Consumer Cyclical,101.42,975,13.45,0.85,0.46,-23.83,9.5,0.29,6.3,0.57,10.17,-0.76,5.98,-1.63,1.57,-0.18
2024-06-28,FOCUS,"Furnishings, Fixtures & Appliances",Consumer Cyclical,150.21,,,,,,,,,,,,30.09,-15.06,4.42,-5.23
2024-06-28,GANDHITUBE,Metal Fabrication,Industrials,793.85,965,17.36,4.33,5.65,36.6,12.59,1.51,24.95,0,26.29,1,37.06,8.9,8.35,-0.46
2024-06-28,KELLTONTEC,Software - Application,Technology,105.54,1023,15.98,2.31,1.04,18.2,10.66,0,14.44,0.31,17.93,-0.11,-9999999999,-9999999999,-9999999999,-9999999999
2024-06-28,PLATIND,Specialty Chemicals,Basic Materials,198.39,,,,,,,,,,,,-9999999999,-9999999999,15.75,3.9
2024-06-28,KERNEX,Software - Application,Technology,396.3,,,,,,,,,,,,13.6,-31.34,-29.23,-6.73
2024-06-28,RAMCOSYS,Software - Application,Technology,326.3,1156,-4.76,3.71,2.2,11.14,-5.76,0,-77.7,0.2,-59.26,-1.07,28.95,12.02,23.25,0.54
2024-06-28,WALCHANNAG,Engineering & Construction,Industrials,235.32,1304,-31.17,3.61,4.31,121.29,66.81,0,-11.58,0.67,-3.13,0.11,195.26,24.81,16.32,10.74
2024-06-28,CHEMFAB,Specialty Chemicals,Basic Materials,606.55,866,32.9,2.24,2.65,27.62,14.15,0,6.8,0.05,7.72,-0.56,94.5,64.56,-7,16.06
2024-06-28,UNIENTER,Chemicals,Basic Materials,168.27,1171,30.31,0.56,23.11,-337.53,29.35,3.86,1.86,0,-0.24,-19.5,5.27,5.93,26.14,11.55
2024-06-28,SARVESHWAR,Packaged Foods,Consumer Defensive,8.55,837,49.92,3.31,0.96,-91.02,18.16,0,6.64,1.18,15.81,0.7,271.74,56.88,-9.52,-4.47
2024-06-28,BODALCHEM,Specialty Chemicals,Basic Materials,77.1,970,151.18,0.9,0.7,4.75,15.01,0.14,0.6,0.78,3.15,-1.82,5.18,-6.77,4.97,7.08
2024-06-28,SEMAC,Farm & Heavy Construction Machinery,Industrials,626.7,193,-5.94,2.42,1.51,-10.31,-6.9,0.69,-40.74,0.24,-40.59,0.02,-62.03,-73.28,-79.13,-20.6
2024-06-28,VISAKAIND,Building Products & Equipment,Industrials,116.02,1003,1166.34,1.33,0.66,308.88,15.27,1.72,0.11,0.71,2.96,-11.85,29.41,34.36,9.04,16.02
2024-06-28,LIKHITHA,Oil & Gas Equipment & Services,Energy,457.2,1804,27.57,5.83,4.28,87.69,17.73,0.33,21.13,0,27.59,3.24,76.08,63.46,96.73,34.37
2024-06-28,WEL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,923.45,1238,121.85,14.08,2.17,-71.14,52.62,0,11.56,0.73,19.82,1.98,321.09,127.25,35.35,-7.85
2024-06-28,ASAL,Auto Parts,Consumer Cyclical,1025.95,1628,80.72,-220.83,1.85,52.3,33.46,0,-273.66,-14.21,63.67,0.57,167.91,144.56,78.75,18.07
2024-06-28,AMNPLST,Chemicals,Basic Materials,276.5,1522,38.19,6.91,2.35,32.47,21.87,0.18,18.1,0.39,25.53,0.52,-9999999999,65.17,67.17,35.71
2024-06-28,GPTINFRA,Engineering & Construction,Industrials,272.11,1583,27.38,5.23,1.55,13.96,13.73,1.29,19.11,0.64,29.13,0.33,325.84,64.92,74.09,13.07
2024-06-28,NINSYS,Information Technology Services,Technology,488.1,907,58.44,25.94,10.92,91.42,41.72,0,44.38,0.07,49.48,0.33,38.62,-14.24,-0.22,1.86
2024-06-28,SHIVALIK,Agricultural Inputs,Basic Materials,633.1,986,58.89,1.94,3.61,-154.8,30.44,0.2,3.22,0.15,5.02,-2.07,-19.1,-14.89,9.55,2.58
2024-06-28,VHL,Credit Services,Financial Services,4043.35,1291,6.98,0.39,388.69,-448.07,6.63,0.12,5.61,0,0.32,-0.37,39.08,28.3,43.76,33.99
2024-06-28,OWAIS,,,,,,,,,,,,,,,,,,
2024-06-28,TRACXN,Software - Application,Technology,88.1,913,140.31,12.87,11.02,81.11,102.5,0,9.17,0,5.91,-1.78,9.58,-19.25,2.5,5.7
2024-06-28,EXCELINDUS,Specialty Chemicals,Basic Materials,1172.85,1475,86.68,1.03,1.78,20.37,26.24,0.96,1.19,0,-0.49,-1.1,18.84,29.18,65.75,18.36
2024-06-28,INFOBEAN,Software - Application,Technology,454.3,1104,49.49,3.73,3,25.35,16.52,0.22,7.6,0.08,6.32,-1.31,-0.72,3.63,24.11,10.97
2024-06-28,SANDESH,Publishing,Communication Services,1549.8,1174,6.22,0.93,3.64,7.62,4.48,0.32,14.95,0,5.79,0.07,69.53,37.99,32.11,25.8
2024-06-28,EIMCOELECO,Farm & Heavy Construction Machinery,Industrials,2375.9,1371,35.55,3.55,6.02,118.23,24.13,0.21,9.98,0,8.29,0.36,288.19,48.5,55.48,21.85
2024-06-28,CENTENKA,Textile Manufacturing,Consumer Cyclical,577.95,1263,29.55,0.93,0.72,14.34,11.62,1.73,3.13,0.04,2.15,-0.56,34.03,33.03,43.72,-11.98
2024-06-28,HPAL,Specialty Chemicals,Basic Materials,95.86,881,42.79,5.21,3.73,38.65,26.76,0,12.18,0.02,15.49,0.48,9.84,-4.33,0.43,-2.68
2024-06-28,MICEL,Electronic Components,Technology,82.24,1822,29.45,14.93,33.37,-186.94,87.57,0,50.71,0.1,8.8,0,253.72,143.31,108.2,67.67
2024-06-28,FAZE3Q,Textile Manufacturing,Consumer Cyclical,422,1027,22.03,2.7,1.82,27.73,12.3,0,12.24,0.45,16.55,-1.1,5.99,-5.22,17.5,6.66
2024-06-28,ORIENTPPR,Paper & Paper Products,Basic Materials,54.95,1166,189.48,0.72,1.4,11.54,17.21,1.82,0.38,0.2,0.87,-2.02,34.68,27.05,33.54,7.43
2024-06-28,MAXIND,Medical Care Facilities,Healthcare,293.35,1267,-22.46,2.57,7.21,-12.37,-34.82,0,-11.45,0.09,-11.85,-0.05,146.51,79.75,45.15,8.19
2024-06-28,GRPLTD,Auto Parts,Consumer Cyclical,12869.2,1716,75.8,10.29,3.72,63.53,36.63,0.13,13.58,0.68,18.67,1.22,255.09,167.83,97.54,44.08
2024-06-28,DENORA,Electrical Equipment & Parts,Industrials,1655.8,880,46.25,7.34,11.91,54.73,33.13,0.12,15.88,0,16.73,-7.4,-6.15,7.9,1.9,7.19
2024-06-28,ASALCBR,Beverages - Wineries & Distilleries,Consumer Defensive,666.05,1205,23.79,2.85,1.58,42.37,15.08,0.15,11.97,0.26,12.86,1.09,66.87,37.6,41.08,20
2024-06-28,GKWLIMITED,Specialty Business Services,Industrials,2711.5,,,,,,,,,,,,224.52,84.14,90.71,13.9
2024-06-28,VLSFINANCE,Capital Markets,Financial Services,292.65,1019,3.14,0.34,33.89,5.24,2.52,0.51,10.87,0,10.56,0.01,86.52,43.81,20.71,8.87
2024-06-28,SPECIALITY,Restaurants,Consumer Cyclical,176,847,29.53,2.76,2.09,13.55,10.62,1.4,9.77,0.45,6.64,-0.42,-23.71,-6.9,-0.09,3.65
2024-06-28,CHEMCON,Specialty Chemicals,Basic Materials,256.34,939,48.92,1.97,3.52,78.48,24.33,0,4.03,0.09,3.44,-0.75,-7.63,-12.48,10.97,7.35
2024-06-28,SRHHYPOLTD,Chemicals,Basic Materials,551.6,947,11.99,1.18,1.09,6.83,7.75,0.73,9.86,0.02,11.63,-0.25,-24.52,-1.68,12.05,9.15
2024-06-28,PPL,Building Products & Equipment,Industrials,452.4,1083,12.07,2.96,1.62,9.04,7.36,0.27,24.55,0.11,25.84,0.47,163.87,13.91,28.12,14.36
2024-06-28,NCLIND,Building Materials,Basic Materials,241.76,1094,11.74,1.29,0.58,5.98,5.62,1.24,10.97,0.26,12.46,0.1,23.54,8.73,30.82,20.91
2024-06-28,HEXATRADEX,Credit Services,Financial Services,199.65,1103,11.96,0.29,8.28,11.45,9.77,0,2.41,0.01,2.48,-0.03,40.65,29.77,32.39,35.45
2024-06-28,DECCANCE,Building Materials,Basic Materials,694.7,974,26.12,1.35,1.22,17.16,13.51,0.54,5.18,0.72,5.68,-1.07,40.77,22.98,17.55,20.64
2024-06-28,SUTLEJTEX,Textile Manufacturing,Consumer Cyclical,64.29,1054,-7.77,1.1,0.39,4.75,-87.98,1.56,-14.1,0.88,-11.92,0.02,36.21,10.56,27.56,19.06
2024-06-28,SPENCERS,Department Stores,Consumer Cyclical,90.21,812,-3.05,-1.95,0.35,23.14,172.13,0,64,-3.9,-20,-0.12,43.76,-16.28,-1.19,4.41
2024-06-28,BASILIC,,,,,,,,,,,,,,,,,,
2024-06-28,SILVERTUC,Information Technology Services,Technology,728.95,925,57.53,8.19,4.12,329.28,33.29,0,14.23,0.1,15.26,0.88,84.45,4.88,12.79,-9.92
2024-06-28,SCHAND,Publishing,Communication Services,230.82,813,14.35,0.86,1.23,6.71,6.59,1.3,6.02,0.14,6.41,-7.39,21.71,-15.3,-0.77,-2.98
2024-06-28,AGSTRA,Software - Infrastructure,Technology,80.18,971,-12.12,2.1,0.66,2.78,8.73,0,-17.35,2.43,-1.45,0.04,39.93,-12.8,18.96,8.13
2024-06-28,DYCL,Electrical Equipment & Parts,Industrials,578.5,1274,33.71,5.95,1.66,1007.44,17.24,0.09,17.65,0.56,30.69,1.55,72.38,33.51,55.82,0.13
2024-06-28,ALPEXSOLAR,,,,,,,,,,,,,,,,,,
2024-06-28,RADIANTCMS,Specialty Business Services,Industrials,79.43,848,18.94,3.35,2.19,20.87,10.88,2.52,17.69,0.13,21.68,-0.6,-14.59,-10.8,4.31,0.86
2024-06-28,AMBIKCO,Textile Manufacturing,Consumer Cyclical,1582.4,906,14.38,1.05,1.1,-6.58,7.11,2.21,7.33,0.1,9.21,-0.33,-3.81,-7.9,11.89,4.82
2024-06-28,BAJAJHCARE,Drug Manufacturers - Specialty & Generic,Healthcare,336.55,929,-11.09,3.34,1.96,10.06,-50.35,0.3,-30.1,1.2,13.89,0.04,11.2,-10.49,15.14,13.85
2024-06-28,RSWM,Textile Manufacturing,Consumer Cyclical,209.46,987,-46.85,0.76,0.24,-13.02,12.95,2.39,-1.62,1.46,-2.7,0.41,3.06,-3.7,22.46,14.37
2024-06-28,SAKAR,Drug Manufacturers - Specialty & Generic,Healthcare,314.35,,,,,,,,,,,,22.63,-21.42,-14.65,-6.05
2024-06-28,MUNJALAU,Auto Parts,Consumer Cyclical,88.85,889,23.08,2.21,0.47,6.99,8,2.25,9.59,0.69,10.11,-0.74,72.69,2.01,11.76,8.95
2024-06-28,HMVL,Publishing,Communication Services,97.53,717,72.24,0.48,1.02,43.75,23.64,0,0.67,0.06,-6.72,-0.57,51.92,7.35,-9.19,0.65
2024-06-28,ELDEHSG,Real Estate Services,Real Estate,1013.9,997,29.45,2.69,8.85,-8.93,19.71,0.79,9.14,0.23,8.46,-1.24,23.55,39.83,26.22,1.58
2024-06-28,INDOAMIN,Chemicals,Basic Materials,140.15,991,23.14,3.76,1.05,14.22,12.6,0.36,16.26,0.82,14.33,4.85,17.92,12.12,25.7,17.58
2024-06-28,DENTALKART,,,,,,,,,,,,,,,,,,
2024-06-28,VIKASLIFE,Farm Products,Consumer Defensive,5.49,908,64.66,1.82,2.04,-21.57,38.39,0,2.82,0.07,0.13,-0.39,80,10.91,13.2,8.71
2024-06-28,RUSHIL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,346.45,920,20.62,1.69,1.09,22.47,9.89,0.14,7.94,0.54,11.69,-0.36,15.73,-11.54,18.91,3.5
2024-06-28,ADSL,Information Technology Services,Technology,182.71,1011,22.64,1.75,1.47,14.94,11.16,0.68,7.92,0.1,10.25,0.04,65.65,33.22,31.3,25.66
2024-06-28,BCONCEPTS,Footwear & Accessories,Consumer Cyclical,673.65,750,69.16,13.44,2.99,-99.58,28.04,0.07,19.5,1.13,27.5,17.04,101.66,-11.79,-2.46,8.43
2024-06-28,DBOL,Farm Products,Consumer Defensive,142.36,946,20.34,0.93,0.51,-9.33,12.45,2.45,4.6,1.04,6.9,-0.35,-16.72,-6.92,23.52,18.68
2024-06-28,LINC,Business Equipment & Supplies,Industrials,578.9,861,25.17,4.21,1.7,22.65,13.74,0.86,16.74,0.13,17.93,-2.95,-20.56,-13.45,12.58,0.62
2024-06-28,RADHIKAJWE,Luxury Goods,Consumer Cyclical,61.88,731,14.73,2.76,1.34,-28.25,10.86,0,18.7,0.19,24.67,0.22,54.7,38.74,-4.28,-0.91
2024-06-28,DHARMAJ,Agricultural Inputs,Basic Materials,249.27,843,18.98,2.34,1.29,114.08,14.33,0,12.35,0.31,13.14,0.55,44.42,-4.99,11.33,7.65
2024-06-28,MAGADSUGAR,Confectioners,Consumer Defensive,759.7,1071,9.2,1.44,0.98,34.45,7.95,0.92,15.61,0.85,21.58,0.07,86.11,11.44,41.51,18.39
2024-06-28,CHEVIOT,Textile Manufacturing,Consumer Cyclical,1446.65,871,12.54,1.39,1.88,24.23,9.56,1.87,11.09,0.01,6.29,0.46,21.57,0.36,15.26,-3.94
2024-06-28,VINYAS,,,,,,,,,,,,,,,,,,
2024-06-28,BALAJITELE,Entertainment,Communication Services,70.11,712,35.95,1.65,1.14,10.81,14.37,0,4.59,0.18,8.75,-0.23,63.81,-5.77,-5.06,2.43
2024-06-28,OSWALGREEN,Asset Management,Financial Services,35.9,922,143.6,0.37,16.58,-1.98,58.45,0,0.26,0,-0.97,-1.73,64.68,37.55,23.37,13.43
2024-06-28,ICEMAKE,Specialty Industrial Machinery,Industrials,856.5,1352,51.48,12.97,3.57,130.22,33.1,0.21,25.2,0.26,28.21,1.97,115.69,38.86,81,32.6
