date,symbol,industry,sector,cmp,marketCap,priceToEarnings,priceToBook,priceToSales,priceToCashflow,enterpriseToEbitda,dividendYield,returnOnEquity,debtToEquity,returnOnCapitalEmployed,priceToEarningsGrowth,return12M,return6M,return3M,return1M
2024-06-26,CLEAN,Specialty Chemicals,Basic Materials,1431.45,15210,62.33,12.64,19.22,64.15,40.72,0.35,20.28,0,23.15,-3.6,3.22,-7.59,7.68,4.22
2024-06-26,JINDALSAW,Steel,Basic Materials,551.4,17546,10.47,1.74,0.84,6.77,6.32,0.57,16.62,0.57,21.68,0.07,111.39,33.82,27.43,-2.54
2024-06-26,FSL,Information Technology Services,Technology,208.98,14370,28.47,3.88,2.27,22.29,15.83,1.67,13.91,0.41,15.67,104.21,61.31,13.05,5.73,7.56
2024-06-26,ZENSARTECH,Information Technology Services,Technology,751.25,17026,25.6,4.78,3.47,26.52,16.27,0.73,18.67,0.05,19.45,0.25,95.94,23.02,23.82,20.48
2024-06-26,SOBHA,Real Estate - Development,Real Estate,2047.95,19424,395.5,7.73,6.27,30,53.4,0.15,1.95,0.77,6.04,-7.48,288.64,107.77,41.36,2.44
2024-06-26,CHAMBLFERT,Agricultural Inputs,Basic Materials,520.55,20856,16.88,2.87,1.16,6.27,9.53,1.5,17.54,0.26,18.27,0.7,90.57,39.41,52.21,27.23
2024-06-26,DATAPATTNS,Aerospace & Defense,Industrials,2983.85,16705,91.95,12.61,32.14,119.86,62.1,0.15,13.72,0,15.32,2.53,58.88,60.32,23.2,2.22
2024-06-26,CHENNPETRO,Oil & Gas Refining & Marketing,Energy,948.8,14129,5.15,1.6,0.21,5.24,3.74,2.85,31.12,0.32,35.11,-0.23,143.75,36.32,4.63,-2.43
2024-06-26,WELCORP,Steel,Basic Materials,565.85,14802,13.37,2.64,0.85,11.33,7.81,0.88,19.77,0.35,15.41,0.03,114.74,3.23,9.79,-6.88
2024-06-26,MGL,Utilities - Regulated Gas,Utilities,1499.85,14816,11.61,2.88,2.36,9.45,7.38,1.87,24.82,0.03,28.08,0.19,43.44,24.94,9.96,14.94
2024-06-26,KSB,Specialty Industrial Machinery,Industrials,4752,,,,,,,,,,,,120.54,37.07,23.24,6.11
2024-06-26,WELSPUNLIV,Textile Manufacturing,Consumer Cyclical,150.47,14476,21.31,3.21,1.5,27.17,11.1,0.07,15.08,0.58,15.68,0.09,62.49,4.17,9.35,4.6
2024-06-26,HSCL,Specialty Chemicals,Basic Materials,393.4,19379,47.18,6.36,4.63,47.88,28.75,0.06,13.49,0.2,18.34,0.75,196.57,27.11,30.14,13.63
2024-06-26,DCMSHRIRAM,Specialty Chemicals,Basic Materials,1003.55,15507,35,2.38,1.43,19.53,15.9,0.76,6.86,0.33,7.83,-0.69,10.16,-2.42,17.48,1.1
2024-06-26,ASTRAZEN,Drug Manufacturers - Specialty & Generic,Healthcare,6388.95,15973,98.9,22.44,12.33,573.26,65.65,0.25,22.69,0.01,23.51,1.58,70.89,15.6,19.9,-0.68
2024-06-26,ZEEL,Broadcasting,Communication Services,155.61,14947,105.86,1.37,1.73,20.92,19.75,0,1.3,0.02,5.34,0.55,-13.07,-43.35,12.31,4.47
2024-06-26,BEML,Conglomerates,Industrials,4529.25,18862,66.94,7.07,4.65,41.21,39.06,0.22,10.56,0.03,10.63,0.85,187.81,60.09,42.26,-1.51
2024-06-26,HFCL,Communication Equipment,Technology,115.26,16599,49.47,4.2,3.72,-369.83,26.01,0.17,8.34,0.25,11.62,7.19,75.97,36.97,25.56,8.68
2024-06-26,RAINBOW,Medical Care Facilities,Healthcare,1275,12942,59.64,10.28,9.98,40.27,29.48,0.24,17.24,0.61,15.68,25.47,32.87,6.87,-1.74,1.76
2024-06-26,ABSLAMC,Asset Management,Financial Services,650.8,18749,24.03,5.92,13.86,27.38,17.92,0.81,24.63,0.02,21.11,0.77,76.66,38.66,43.03,20.9
2024-06-26,HONASA,Household & Personal Products,Consumer Defensive,444.3,14407,128.89,13.15,7.5,61.21,77.55,0,10.21,0.12,8.74,-0.73,-9999999999,0.79,10.41,4.22
2024-06-26,ASAHIINDIA,Auto Parts,Consumer Cyclical,684.55,16641,50.74,7.07,3.85,25.47,24.28,0.29,13.94,0.84,14.75,-5.01,41.91,18.72,27.63,15.49
2024-06-26,PVRINOX,Entertainment,Communication Services,1451.7,14247,-445.31,1.95,2.33,7.2,11.41,0,-0.44,1.13,4.08,4.75,5.48,-12.5,9.46,8.37
2024-06-26,ARE&M,Electrical Equipment & Parts,Industrials,1669.35,30554,32.7,4.49,2.61,24.13,17.31,0.45,13.74,0.02,16.19,1.17,-9999999999,104.58,119.54,36.66
2024-06-26,IIFL,Credit Services,Financial Services,493.55,19389,10.99,1.82,3.08,-3.32,9.7,0.94,16.58,4.43,5.58,0.61,-0.59,-17.49,45.12,23.82
2024-06-26,BLS,Specialty Business Services,Industrials,363.5,14953,47.78,12.38,8.92,42.74,39.06,0.21,25.92,0.03,21.38,0.86,84.38,13.81,16.19,14.92
2024-06-26,ALOKINDS,Textile Manufacturing,Consumer Cyclical,28.64,14221,-16.79,-0.72,2.58,-12.25,566.82,0,4.28,-1.32,-5.91,4.61,63.66,34.15,10.79,9.73
2024-06-26,VTL,Textile Manufacturing,Consumer Cyclical,483.35,13978,22.14,1.54,1.47,-13.25,11.77,0.76,6.94,0.2,5.78,-1.01,30.16,25.17,9.28,5.16
2024-06-26,GRINFRA,Engineering & Construction,Industrials,1839.65,17788,13.44,2.34,1.98,-11.17,8.3,0,17.44,0.5,17.05,-1.49,45.71,60.78,40.62,17.45
2024-06-26,HBLPOWER,Electrical Equipment & Parts,Industrials,498.65,13823,49.21,11.32,6.19,50.61,32.12,0,23.01,0.06,70.33,0.27,216.8,14.26,9.83,-5.67
2024-06-26,WESTLIFE,Restaurants,Consumer Cyclical,850.15,13215,190.94,22.46,5.58,38.92,37.55,0.41,11.77,2.32,56.14,-5.05,-0.6,4.08,5.68,-1.37
2024-06-26,RKFORGE,Tools & Accessories,Industrials,908.9,16417,48.08,6.12,4.15,26.43,20.1,0.15,12.72,0.45,15.51,2.14,97.63,25.24,31.49,30.19
2024-06-26,KIRLOSENG,Specialty Industrial Machinery,Industrials,1398.95,20279,45.93,7.58,3.44,-43.26,22.91,0.36,16.51,1.55,19.21,1.39,255.79,113.43,62.77,9.72
2024-06-26,TITAGARH,Railroads,Industrials,1764,23757,83.02,10.65,6.17,276.9,48.46,0.03,12.83,0.07,17,0.87,249.1,69.05,91.95,40.97
2024-06-26,FINEORG,Specialty Chemicals,Basic Materials,4892.2,15000,36.42,7.81,7.07,23.64,23.74,0.18,21.44,0,24.84,-1.09,0.54,-1.73,21.25,10.41
2024-06-26,AMBER,"Furnishings, Fixtures & Appliances",Consumer Cyclical,4262.75,14363,108.16,6.96,2.13,14.89,29.3,0,6.44,0.75,9.23,-6.96,88.8,35.96,16.54,14.19
2024-06-26,BIKAJI,Packaged Foods,Consumer Defensive,729.4,18263,68.62,14.99,8.17,74.64,43.77,0.1,21.81,0.14,25.17,0.73,69.98,33.57,48.72,31.06
2024-06-26,SWSOLAR,Solar,Technology,726.6,16945,-79.96,17.48,5.58,31.47,277.38,0,-21.87,0.53,-3.13,0.94,147.48,68.06,38.86,-4.04
2024-06-26,RAYMOND,Textile Manufacturing,Consumer Cyclical,2995.05,19933,12.17,4.32,2.21,37.38,9.5,0.1,35.47,0.91,11.74,0.06,77.95,73.81,65.63,37.65
2024-06-26,IEX,Capital Markets,Financial Services,178.68,15889,45.3,16.34,35.37,53.24,32.18,1.12,36.08,0.01,34.86,2.95,39.48,6.36,33,11.12
2024-06-26,SPARC,Drug Manufacturers - Specialty & Generic,Healthcare,247.65,8037,-20.76,63.91,106.38,-18.73,-21.72,0,-307.92,0.49,-165.85,-0.39,16.84,-13.65,-32.76,13.65
2024-06-26,GRAPHITE,Electrical Equipment & Parts,Industrials,578.05,11294,13.98,2.01,3.83,16.56,10.24,1.47,14.4,0.03,-3.89,0.05,43.54,5.06,-4.23,-0.07
2024-06-26,SPLPETRO,Specialty Chemicals,Basic Materials,782.55,14716,42.47,7.29,2.81,26.42,27.32,1.15,17.16,0.06,18.8,-1.4,74.6,39.84,25.32,15.4
2024-06-26,RAILTEL,Telecom Services,Communication Services,468.9,15049,61.13,8.24,5.86,27.05,30.14,0.44,13.47,0.01,15.66,2.02,252.29,38.73,28.91,9.26
2024-06-26,INGERRAND,Specialty Industrial Machinery,Industrials,4685.4,14791,66.51,25.49,12.19,71.48,45.86,1.49,38.33,0.01,46.02,3.06,59.08,50.45,27.31,2.95
2024-06-26,ECLERX,Information Technology Services,Technology,2408.7,NaN,23.08,NaN,NaN,NaN,NaN,NaN,22.76,0.12,25.43,3.1,42.27,-7.06,1.75,10.45
2024-06-26,JUNIPER,Lodging,Consumer Cyclical,430,9568,294.52,3.6,11.7,29.25,32.55,0,0.9,0.47,6.31,-0.13,-9999999999,-9999999999,-16.92,-1.47
2024-06-26,ERIS,Drug Manufacturers - Specialty & Generic,Healthcare,1043.1,14190,36.23,5.49,7.13,29.2,24.33,0,15.16,1.08,10.9,14.13,53.56,14.63,23.69,18.25
2024-06-26,RHIM,Metal Fabrication,Industrials,636.75,13149,-130.91,3.42,3.48,48.59,56.14,0.39,-2.61,0.13,8.59,1.59,-2.89,-20.93,15.22,-5.22
2024-06-26,ENGINERSIN,Engineering & Construction,Industrials,247.8,13928,31.29,6.18,4.25,62.75,22.8,1.21,19.74,0.01,11.39,1.1,112.52,44.53,22.7,-8.24
2024-06-26,MAHSEAMLES,Steel,Basic Materials,656.6,8799,9.25,1.54,1.63,8.45,6.52,0.76,16.6,0,18.05,0.38,35.63,-29.04,-22.4,-12.81
2024-06-26,HAPPSTMNDS,Information Technology Services,Technology,828.3,12372,49.51,8.36,7.61,58.2,29.34,0.7,16.78,0.35,16.51,11.01,-13.43,-7.56,11.27,3.2
2024-06-26,JKTYRE,Auto Parts,Consumer Cyclical,397.1,10354,13.17,2.31,0.69,6.41,7.15,0.73,17.52,1.03,19.51,0.07,89.68,-0.3,-8.09,-5.64
2024-06-26,TEJASNET,Communication Equipment,Technology,1394.3,23802,382,7.56,9.63,-11.69,77.12,0,2,0.6,2.41,-1.54,92.66,60.32,112.42,20.19
2024-06-26,PNCINFRA,Engineering & Construction,Industrials,487.85,12516,13.76,2.41,1.45,-54.13,9.37,0.1,17.54,1.55,13.68,0.36,45.04,38.81,11.8,-7.56
2024-06-26,NEWGEN,Software - Application,Technology,974.65,13624,55.69,11.13,10.95,48.41,40.28,0.26,20.56,0.04,19.92,1.41,209.41,24.77,22.57,10.14
2024-06-26,INOXINDIA,Specialty Industrial Machinery,Industrials,1304.6,11842,60.59,18.24,10.71,94.28,42.33,0.84,30.2,0.02,34.37,2.31,-9999999999,47.81,6.7,3.79
2024-06-26,TANLA,Software - Application,Technology,947.2,12737,23.23,6.56,3.24,21.59,15.83,1.06,28.24,0.04,32.3,0.99,-5.45,-13.47,15.55,2.84
2024-06-26,BIRLACORPN,Building Materials,Basic Materials,1574.45,12125,28.83,1.82,1.25,7.49,10.37,0.16,6.3,0.58,7.21,0.03,26.08,9.26,10.59,10.34
2024-06-26,BBTC,Packaged Foods,Consumer Defensive,1948.45,13595,19.86,2.91,0.81,6.67,6.98,6.34,14.64,0.46,36.19,-0.14,90.7,23.77,24.28,27.05
2024-06-26,GMDCLTD,Thermal Coal,Energy,401.2,12759,20.67,2.09,5.18,117.48,14.15,2.85,10.09,0,8.03,-0.42,141.4,-1.43,16.64,-0.41
2024-06-26,NUVOCO,Building Materials,Basic Materials,356.85,12746,86.48,1.42,1.19,8,10.29,0,1.64,0.49,5.24,0.1,3.61,-6.71,16.54,12.89
2024-06-26,AKZOINDIA,Specialty Chemicals,Basic Materials,2891.75,13170,30.87,9.9,3.32,27.12,19.4,3.11,32.08,0.05,37.13,1.13,18.4,10.9,21.26,12.72
2024-06-26,CEATLTD,Auto Parts,Consumer Cyclical,2519.15,10190,15.86,2.52,0.85,5.93,7.26,0.48,15.9,0.44,20.2,0.06,21.01,3.8,-6.09,5.89
2024-06-26,RPOWER,Utilities - Independent Power Producers,Utilities,29.28,11762,-4.53,1.01,1.49,3.71,16.21,0,-17.81,1.62,0.37,-0.01,111.41,25.67,3.65,15.73
2024-06-26,RELINFRA,Utilities - Independent Power Producers,Utilities,205.41,8128,-4.82,0.93,0.37,1.98,7.19,0.11,-18.39,1.11,9.33,0.08,45.42,-2.09,-24.19,20.83
2024-06-26,GPIL,Steel,Basic Materials,1107.9,15062,14.87,3.35,2.76,14.42,10.28,0.34,20.83,0.01,24.72,0.68,124.77,46.38,46.3,23.37
2024-06-26,ELECON,Specialty Industrial Machinery,Industrials,1333.4,14961,42.07,9.33,7.72,41.01,28.43,0.22,22.17,0.04,24.56,0.85,126.33,43.85,40.54,14.59
2024-06-26,ANANTRAJ,Real Estate - Development,Real Estate,440.15,15049,55.3,4.12,10.15,623.38,41.81,0.11,7.14,0.17,7.16,0.81,153.98,49.15,41.37,15.18
2024-06-26,ELECTCAST,Steel,Basic Materials,176.85,10933,14.38,2.14,1.46,13.57,10.14,0.77,14.47,0.46,16.97,0.11,209.99,59.76,-0.76,4.37
2024-06-26,DBREALTY,Real Estate - Development,Real Estate,192.4,10348,6.71,2.06,28.95,43.71,7.81,0,26.31,0.4,1.82,-0.01,163.92,3.66,-2.01,-5.34
2024-06-26,EQUITASBNK,Banks - Regional,Financial Services,103.34,11728,14.68,1.96,3.02,2.73,2.76,0.95,13.39,0.3,3.04,0.29,19.81,-2.05,11.66,7.87
2024-06-26,KFINTECH,Software - Application,Technology,696.6,11912,48.41,10.44,14.22,41.18,30.61,0,21.56,0.04,24.05,1.94,101.36,44.31,13.52,-7.38
2024-06-26,BAJAJELEC,"Furnishings, Fixtures & Appliances",Consumer Cyclical,1053.6,12138,92.59,8.42,2.63,34.31,35.85,0.38,9.1,0.15,8.96,-2.35,-10.73,6.61,16.08,12.42
2024-06-26,LATENTVIEW,Consulting Services,Industrials,508.05,10461,65.94,7.61,16.33,90.67,49.21,0,11.54,0.02,9.01,67.3,45.51,11.65,0.06,6.4
2024-06-26,JPPOWER,Utilities - Independent Power Producers,Utilities,19.69,13495,13.2,1.18,2,7,8.19,0,8.91,0.37,11.41,0,228.17,41.15,29.11,-1.8
2024-06-26,GRANULES,Drug Manufacturers - Specialty & Generic,Healthcare,502.2,12172,30.04,3.77,2.7,27.7,15.23,0.3,12.57,0.41,18.86,-1.47,68.98,23.86,16.75,14.49
2024-06-26,AAVAS,Mortgage Finance,Financial Services,1869.5,14796,30.19,3.92,8.12,-7.45,41.29,0,13,3.29,2.73,2.14,23.91,22.01,42.1,14.82
2024-06-26,AETHER,Specialty Chemicals,Basic Materials,908.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,0.09,4.38,NaN,-15.29,2.43,16.37,11.56
2024-06-26,UTIAMC,Asset Management,Financial Services,1015.3,12921,16.87,2.94,10.93,39.74,12.72,2.16,17.45,0,8.39,0.23,45.79,17.16,24.88,10.67
2024-06-26,LEMONTREE,Lodging,Consumer Cyclical,148.46,11755,78.97,12.16,10.97,25.28,27.93,0,15.36,2.42,11.19,2.66,59.72,23.87,13.72,3.6
2024-06-26,JKLAKSHMI,Building Materials,Basic Materials,866.95,10202,21.62,3.2,1.5,11.35,10.93,0.66,14.81,0.65,14.36,0.68,19.15,-3.61,-1,8.4
2024-06-26,GPPL,Marine Shipping,Industrials,208.87,10098,29.54,4.36,10.22,20.66,16.8,3.35,14.78,0.03,17.83,3.24,71.56,36.47,-1.73,5.86
2024-06-26,SFL,"Furnishings, Fixtures & Appliances",Consumer Cyclical,920.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.25,0.51,4.39,NaN,-21.41,-25.75,-2.41,3.02
2024-06-26,PCBL,Specialty Chemicals,Basic Materials,264.37,9979,20.33,3.07,1.55,9.03,13.64,2.08,15.12,1.53,10.14,1.82,67.38,5.1,-1.24,7.14
2024-06-26,MAPMYINDIA,Software - Infrastructure,Technology,2276.35,12309,91.88,18.67,32.44,162.99,63.71,0.13,20.32,0.04,21.02,3.41,88.42,17.02,22.13,15.24
2024-06-26,ROUTE,Telecom Services,Communication Services,1645,10329,27.85,4.8,2.57,-105.84,18.33,0.67,17.45,0.18,17.44,2.15,3.1,2.91,2.67,15.05
2024-06-26,CANFINHOME,Mortgage Finance,Financial Services,901.25,12001,15.99,2.76,9.48,-4.67,13.49,0.44,17.28,7.29,2.83,0.77,15.53,15.89,19.7,21.46
2024-06-26,CUB,Banks - Regional,Financial Services,167.55,12410,12.3,1.48,4.33,28.45,2.29,0.6,12.09,0.56,2.14,1.47,34.36,12.45,23.97,15.95
2024-06-26,SAPPHIRE,Restaurants,Consumer Cyclical,1553.3,9896,189.2,7.39,3.81,22.05,22.12,0,3.94,0.87,5.73,-2.45,10.14,9.3,-1,10.85
2024-06-26,CAPLIPOINT,Drug Manufacturers - Specialty & Generic,Healthcare,1380.35,10483,22.93,4.53,6.19,32.92,16.84,0.33,19.74,0,21.04,1.02,70.53,1.78,4.94,6.66
2024-06-26,MINDACORP,Auto Parts,Consumer Cyclical,478.05,11248,50.37,5.68,2.42,39.21,21.86,0.27,11.47,0.27,14.92,-2.5,69.25,23.77,14.45,11.64
2024-06-26,MMTC,Conglomerates,Industrials,81.63,12245,63.71,7.53,2292.98,-34.69,59.88,0,11.82,0.09,-10.06,-0.73,157.1,36.51,22.84,11.21
2024-06-26,PTCIL,Metal Fabrication,Industrials,13250.55,19135,436.59,29.64,74.49,-198.74,222.99,0,6.54,0.28,7.44,7.89,188.5,120.84,80.67,67.88
2024-06-26,IFCI,Credit Services,Financial Services,62.85,15648,149.64,3.45,10.83,1318.22,12.62,0.46,2.29,1.18,2.39,-1.04,444.16,115.61,58.51,6.89
2024-06-26,PRAJIND,Engineering & Construction,Industrials,690,12684,44.75,9.95,3.66,63.61,29.41,0.65,22.23,0.13,22.82,2.46,86.41,24.1,29.47,33.67
2024-06-26,VOLTAMP,Electrical Equipment & Parts,Industrials,10990.5,11120,36.18,8.21,6.88,51.41,26.97,0.55,22.71,0,22.63,0.67,179.73,68.55,13.64,-2.13
2024-06-26,SCI,Marine Shipping,Industrials,255.9,11920,17.56,1.58,2.36,11.99,8.2,0.17,9.01,0.39,5.81,-0.8,150.39,57.09,22.56,-1.24
2024-06-26,USHAMART,Steel,Basic Materials,387.15,11799,27.81,4.96,3.66,26.58,18.45,0.65,17.82,0.15,19.22,1.33,38.42,30.6,21.65,10.2
2024-06-26,EIDPARRY,Agricultural Inputs,Basic Materials,761.5,13518,15.05,1.92,0.46,6.85,6.48,1.69,12.75,0.25,18.05,-3.03,62.07,36.74,39.55,20.66
2024-06-26,RTNINDIA,Internet Retail,Consumer Cyclical,83.06,11470,26.91,13.66,2.04,-312.03,21.52,0,50.77,1.41,3.79,-0.11,99.18,8.93,20.03,2.1
2024-06-26,ANURAS,Specialty Chemicals,Basic Materials,769.65,8450,65.7,3.06,5.73,143.14,24.91,0.31,4.66,0.39,9.16,-1.5,-25.94,-26.84,-11.58,0.88
2024-06-26,GLS,Drug Manufacturers - Specialty & Generic,Healthcare,842.55,10324,21.95,4.43,4.52,24.97,14.63,2.67,20.19,0.01,25.74,30.99,49.89,28.23,8.49,1.27
2024-06-26,DOMS,Business Equipment & Supplies,Industrials,1994.3,12103,71.87,14.86,7.87,66.28,44.22,0.08,18.8,0.21,22.51,0.95,-9999999999,59.44,27.37,7.82
2024-06-26,INFIBEAM,Software - Infrastructure,Technology,31.35,8683,54.91,2.51,2.74,12.06,28.69,0.15,4.57,0.02,4.93,3.87,95.33,45.81,-8.06,1.46
2024-06-26,FORCEMOT,Auto Manufacturers,Consumer Cyclical,9073.45,11956,30.81,5.3,1.71,11.79,12.88,0.11,17.21,0.23,23.1,0.16,257.43,Infinity,25.25,8.56
2024-06-26,ZYDUSWELL,Packaged Foods,Consumer Defensive,1808.15,11506,43.11,2.15,4.97,46.69,38.18,0.28,4.98,0.06,5.29,-3.08,21.6,7.56,22.54,3.75
2024-06-26,STARCEMENT,Building Materials,Basic Materials,210.44,8506,28.83,3.14,2.92,17.37,14.77,0,10.89,0.05,14.52,1.51,48.88,19.3,-7.52,-2.28
2024-06-26,GODREJAGRO,Farm Products,Consumer Defensive,677.95,13031,36.23,5.18,1.37,19.22,18.11,1.41,14.29,0.56,13.88,1.9,49.94,21.62,39.21,24.65
2024-06-26,TTKPRESTIG,"Furnishings, Fixtures & Appliances",Consumer Cyclical,789.1,10939,47.88,5.24,4.08,37.86,29.01,0.76,10.94,0.09,10.7,-4.72,6.83,6.45,17.55,12.01
2024-06-26,ALKYLAMINE,Specialty Chemicals,Basic Materials,2081.7,10642,71.56,8.4,7.39,38.7,39.94,0.48,11.75,0,14.15,-2.05,-21.03,-17.91,14.76,6.82
2024-06-26,GNFC,Chemicals,Basic Materials,694.35,10203,21.38,1.23,1.29,318.84,10.33,4.52,5.98,0,2.03,-0.32,18.67,-7.76,11.08,4.35
2024-06-26,KPIGREEN,Utilities - Renewable,Utilities,1735.6,10463,61.61,12.52,10.22,-182.26,33.32,0.02,19.34,1.24,19.24,1.39,212.74,77.36,13.96,-5.16
2024-06-26,CRAFTSMAN,Auto Parts,Consumer Cyclical,5485.8,11591,38.07,6.99,2.62,22.58,15.45,0.21,18.36,1.06,19.04,1.69,34.09,1.47,27.14,25.66
2024-06-26,MAHLIFE,Real Estate - Development,Real Estate,619.05,9606,97.8,5.13,45.29,-14.52,137.91,0.37,5.25,0.47,-7.3,-29.12,36.4,13.91,5.48,5.28
2024-06-26,REDTAPE,Footwear & Accessories,Consumer Cyclical,777.6,10747,60.98,16.57,5.83,127.37,34.16,0,27.18,0.74,26.36,2.54,-9999999999,65.45,18.19,7.02
2024-06-26,JUBLPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,737.35,11676,151.44,2.15,1.76,12.02,17.35,0.68,1.42,0.67,5.37,-0.67,82.94,35.18,29.38,6.78
2024-06-26,NETWEB,Computer Hardware,Technology,2605.5,14687,193.49,34.74,20.28,799.59,127.66,0.02,17.95,0.02,22.21,3.18,-9999999999,119.4,62.07,20.98
2024-06-26,NETWORK18,Broadcasting,Communication Services,81.09,NaN,-33.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-0.17,28.1,-7.17,-5.93,0.55
2024-06-26,PRSMJOHNSN,Building Materials,Basic Materials,168.78,8496,46.88,6.12,1.15,17.97,12.26,0,13.04,1.26,2.02,-0.17,33.95,-8.15,-5.5,13.69
2024-06-26,METROPOLIS,Diagnostics & Research,Healthcare,1943.35,9956,78.14,9.08,8.24,37.7,34.67,0.21,11.66,0.18,14.37,-7.39,29.11,15.8,12.75,-1.72
2024-06-26,CERA,Building Products & Equipment,Industrials,8995.55,11700,48.95,8.69,6.23,49.56,32.66,0.56,17.76,0.03,18.2,3.46,18.19,14.63,32.63,25.42
2024-06-26,SBFC,Credit Services,Financial Services,84.36,9059,36.68,3.26,9.3,-7.84,38.93,0,8.53,1.44,4.89,0.58,-9999999999,-5.64,2.94,1.95
2024-06-26,GRSE,Aerospace & Defense,Industrials,2087.5,,,,,,,,,,,,259.23,139.05,172.98,46.85
2024-06-26,KIRLOSBROS,Specialty Industrial Machinery,Industrials,2236.3,17759,51,10.33,4.44,47.19,29.8,0.2,20.26,0.11,22.98,1.06,264.16,151.82,104.22,38.85
2024-06-26,UJJIVANSFB,Banks - Regional,Financial Services,43.89,8598,6.71,1.53,2.05,5.43,2.02,0.79,22.83,0.39,4.77,0.53,15.65,-22.86,-0.93,-17.89
2024-06-26,SHRIPISTON,Auto Parts,Consumer Cyclical,1933.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22.98,0.25,22.98,NaN,85.11,32.81,-1.37,1.31
2024-06-26,RENUKA,Confectioners,Consumer Defensive,50.43,10734,-17.11,-7.47,0.95,11.75,22.83,0,43.62,-4.03,20.22,-0.08,16.33,6.96,27.03,21.08
2024-06-26,RATEGAIN,Software - Application,Technology,735.6,8664,57.29,5.97,9.05,57.07,36.38,0,10.02,0.01,10.02,0.55,78.24,1.07,2.61,0.8
2024-06-26,WOCKPHARMA,Drug Manufacturers - Specialty & Generic,Healthcare,651.4,9993,-20.32,2.97,3.57,45.63,101.23,0,-13.78,0.7,-1.09,1.17,180.29,53.51,11.22,16.18
2024-06-26,SAFARI,Footwear & Accessories,Consumer Cyclical,2096.35,10224,58.15,12.41,6.59,47.13,35.45,0.1,21.35,0.18,24.72,1.55,43.51,7.43,21.47,2.33
2024-06-26,HAPPYFORGE,Metal Fabrication,Industrials,1223.55,11527,45.74,7.15,8.49,397.58,29.11,0.1,15.07,0.09,19.63,2.2,-9999999999,18.88,37.51,11.14
2024-06-26,TECHNOE,Engineering & Construction,Industrials,1540.95,16584,61.77,7.67,11.04,-83.65,48.25,0.39,12.41,0,8.89,1.35,320.56,92.65,99.67,46.71
2024-06-26,SHOPERSTOP,Department Stores,Consumer Cyclical,748.45,8230,106.92,27.3,1.91,14.66,14.36,0,25.63,9.24,10.71,-3.2,-6.53,8.31,-0.87,-0.37
2024-06-26,IBULHSGFIN,Mortgage Finance,Financial Services,170.29,12579,10.36,0.64,3.79,-102.04,8.05,0.47,6.14,2.45,3.31,-0.35,64.12,-11.86,1.18,0.97
2024-06-26,SYRMA,Electronic Components,Technology,502,8915,83.06,5.53,2.83,-78.47,39.7,0.3,6.66,0.39,7.97,-4.83,8.93,-25.19,7.86,5.54
2024-06-26,TEGA,Specialty Industrial Machinery,Industrials,1626.35,10821,55.91,9.08,7.25,42.92,32.23,0.12,16.27,0.26,18.5,10.5,64.34,41.18,31.04,10.81
2024-06-26,ACI,Chemicals,Basic Materials,691.65,8535,26.74,5.02,6.42,22.5,16.97,0.65,18.75,0.06,20.42,-1.06,28.06,6.46,3.39,12.55
2024-06-26,MEDPLUS,Pharmaceutical Retailers,Healthcare,685.75,8190,125.08,5.19,1.46,56.97,23.22,0,4.15,0.64,5.24,3.97,-10.49,-8.66,-0.31,-4
2024-06-26,MAHSCOOTER,Auto Parts,Consumer Cyclical,8751,10002,50.18,0.37,44.9,48.54,48.97,1.94,0.74,0,0.69,24.5,58.85,17.95,22.04,15.29
2024-06-26,NEULANDLAB,Drug Manufacturers - Specialty & Generic,Healthcare,7267.8,9325,31.07,7.27,5.98,35.7,19.64,0.14,23.39,0.07,28.68,0.37,152.73,37.35,14.96,14.86
2024-06-26,AZAD,Specialty Industrial Machinery,Industrials,1882.9,11131,190,17.25,32.66,-1601.03,74.99,0,9.08,0.06,13.75,0.3,-9999999999,172.08,37.65,35.4
2024-06-26,ESABINDIA,Tools & Accessories,Industrials,6179.3,9512,58.36,31.08,7.65,67.45,40.47,0.84,53.25,0.01,67.51,2.9,56.02,5.06,17.66,9.4
2024-06-26,GALAXYSURF,Specialty Chemicals,Basic Materials,2759.1,9783,32.45,4.49,2.58,18.87,19.59,0.15,13.83,0.09,15.68,-1.55,3.86,-0.6,21.48,11.7
2024-06-26,ZENTEC,Aerospace & Defense,Industrials,1193.45,9969,77.8,22.22,22.66,742.95,50.57,0.02,28.51,0.01,35.6,0.4,188.59,50.2,24.77,24.53
2024-06-26,JSWHL,Conglomerates,Industrials,7173.65,7961,51.19,0.31,46.95,69.23,40.93,0,0.61,0,0.54,-0.96,60.39,39.49,-0.54,9.17
2024-06-26,TV18BRDCST,Broadcasting,Communication Services,41.62,7136,-148.64,0.42,0.79,-1.12,24.38,0,-0.28,0.36,-2.44,1.05,9.96,-17.58,-10.3,-4.87
2024-06-26,HOMEFIRST,Mortgage Finance,Financial Services,1047.35,9271,31.11,4.37,8.93,-4.86,38.85,0.25,14.41,3.44,3.27,0.93,36.31,12.61,16.66,27.96
