Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,AARTIPHARM,643.7,478.31,539.72,589.23
SELL,ANANTRAJ,442.85,300.55,369.17,390.67
SELL,ASHOKA,228.07,153.16,181.77,195.73
SELL,ASTRAMICRO,1021.75,588.4,747.72,843.4
SELL,BASF,4987.45,3227.94,4132.55,4471.11
SELL,BAJAJCON,266.81,230.49,239.58,244.8
SELL,CHOICEIN,372.55,257.07,332.55,353.14
SELL,FIEMIND,1319.95,1071.18,1190.42,1239.13
SELL,GANESHHOUC,1043.45,594.4,821.82,865.21
SELL,GODREJAGRO,606.4,518.56,550.75,553.84
SELL,GREENPLY,305.35,220.59,261.1,267.58
SELL,ITDCEM,493.85,301.33,385.78,419.86
SELL,ISGEC,1281.95,902.11,1064.57,1139.36
SELL,JKIL,891.8,553.73,677.41,737.5
SELL,JTEKTINDIA,193.66,153.68,171.77,170.78
SELL,KIRLOSENG,1319.35,761.53,1101.92,1267.43
SELL,NAVA,697.3,465.49,523.27,553.51
SELL,ORIENTELEC,247.18,218.4,222.25,231.52
SELL,ORISSAMINE,7956.6,6347.1,6393.73,6123.57
SELL,PGEL,3007.1,2054.48,2258.72,2675.71
SELL,PARAS,1388.25,743.43,794.23,915.47
SELL,PRICOLLTD,505.6,376.9,432.27,446.21
SELL,RALLIS,324.9,248.71,275.81,280.57
SELL,SENCO,1028.85,736.65,896.87,907.91
SELL,SHARDAMOTR,1800.95,1276.15,1544.18,1612.91
SELL,SCI,284.42,186.78,231.86,250.12
SELL,STAR,987.75,669.86,867.41,883.84
SELL,SUPRAJIT,519.55,403.7,431.91,451.29
SELL,TARC,194.2,133.76,162.75,173.92
SELL,TDPOWERSYS,389.4,284.14,322.92,338.46
SELL,TIRUMALCHM,321.7,232.61,266.72,268.55
SELL,VSTTILLERS,4148.95,3506.86,3442.07,3570.48
SELL,ZENTEC,1217.75,840.01,995.99,987.84
