Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,AAVAS,1900.45,1547.27,1614.05,1674.26
SELL,ASAHIINDIA,669.55,570.51,599.78,601.21
SELL,AVANTIFEED,639.75,474.11,536.09,555.41
SELL,BIKAJI,731.65,531.95,564.15,616.73
SELL,CIEINDIA,582.1,485.72,510.37,547.73
SELL,CENTURYTEX,2358.9,1449.62,1987.67,2120.5
SELL,CHAMBLFERT,438.35,344.69,397.65,407.19
SELL,CHEMPLASTS,592.8,478.31,489.86,504.19
SELL,CHOLAHLDNG,1288.95,1087.28,1125.7,1166.23
SELL,COCHINSHIP,2320.8,872.17,1496.81,1914.77
SELL,CROMPTON,428.65,308.49,348.36,401
SELL,EIDPARRY,733.35,569.73,640.11,680.12
SELL,ERIS,1048.45,881.98,899.67,946.71
SELL,EXIDEIND,564.55,335.96,462.83,506.46
SELL,GRSE,1847.55,894.91,1119.9,1394.87
SELL,GLENMARK,1242.85,898.13,1083.62,1154.52
SELL,GPIL,1088.9,739.41,905.45,973.74
SELL,GODFRYPHLP,4246.45,2630.12,3517.43,3874.6
SELL,GESHIP,1227.15,932.12,1049.03,1088.53
SELL,HFCL,124.19,86.56,99.33,103.43
SELL,POWERINDIA,11351.5,6258.08,9463.65,10668.18
SELL,HOMEFIRST,1069.2,904.28,877.48,870.93
SELL,IEX,185.87,144.47,154.73,162.41
SELL,JKPAPER,518,382.02,379.56,403.72
SELL,KAYNES,3894.45,2631.04,2912.6,3397.12
SELL,KEC,932.1,673.24,761.15,793.44
SELL,MINDACORP,474.45,383.85,422.14,435.22
SELL,NBCC,158.19,100.66,138.48,146.33
SELL,NAM-INDIA,654.6,464.09,581.42,609.38
SELL,PRAJIND,689.9,540.5,540.21,563.86
SELL,RADICO,1781,1531.37,1693.79,1670.63
SELL,RKFORGE,809.3,711.34,716.67,708.33
SELL,SUNTECK,562.45,444.8,456.67,491.03
SELL,TEJASNET,1375.25,880.5,1080.82,1215.99
SELL,TITAGARH,1496.15,966.46,1146.34,1318.64
SELL,UTIAMC,1043.9,850.53,932.3,948.38
SELL,VGUARD,413.8,319.09,362.46,385.29
SELL,VTL,494.5,411.4,455.17,460.04
SELL,VARROC,694.9,516.32,551.27,594.27
SELL,WHIRLPOOL,1825,1473.24,1512.24,1601.03
