Signal,Symbol,CMP,SMA200,SMA50,SMA20
SELL,ABSLAMC,639.45,470.9,517.27,520.97
SELL,BASF,4849.4,3167.88,3951.64,4186.17
SELL,BLUESTARCO,1681.15,1109.78,1435.78,1472.89
SELL,COROMANDEL,1474.95,1145.7,1192.07,1242.66
SELL,GLAXO,2625.65,1873.1,2111.78,2301.18
SELL,GRINDWELL,2683.85,2168.23,2191.17,2340.39
SELL,JBCHEPHARM,1893.45,1578.79,1748.2,1688.72
SELL,KEI,4658.95,3157.89,3884.72,3999.87
SELL,NAM-INDIA,648.95,456.05,559.23,568.46
SELL,NATCOPHARM,1168.9,890.9,987.23,975.7
SELL,SANOFI,10072.65,8042.66,8397.34,8480.5
SELL,SUNTV,778.95,639.55,638.99,650.76
SELL,ZFCVINDIA,17665.1,15138.95,14333.94,14817.48
