Symbol,Buy Date,Buy Price,Sell Date,Sell Price,Gain,Gain %,Days,Annual Gain %
HAVELLS,2022-06-17,1069.65,2023-07-19,1364,294.35,27.52,397,25.3
PNB,2022-06-20,28.45,2022-10-25,43.3,14.85,52.2,127,150.02
IRCTC,2022-07-05,570.85,2023-12-06,740.5,169.65,29.72,519,20.9
ZOMATO,2022-07-25,47.6,2023-06-07,74.5,26.9,56.51,317,65.07
GAIL,2022-10-19,84.8,2023-03-03,105.25,20.45,24.12,135,65.21
COLPAL,2023-01-24,1459.25,2023-06-27,1692.5,233.25,15.98,154,37.87
ADANIGREEN,2023-01-27,1486.25,2023-12-05,1348.5,-137.75,-9.27,312,-10.84
AMBUJACEM,2023-02-01,334.1,2023-12-04,474.55,140.45,42.04,306,50.15
ATGL,2023-02-01,1897.4,2023-12-11,1172.15,-725.25,-38.22,313,-44.57
ADANIPOWER,2023-02-01,212.65,2023-09-06,347.55,134.9,63.44,217,106.71
TATAPOWER,2023-03-24,192.75,2023-07-28,234.65,41.9,21.74,126,62.98
LICI,2023-03-24,560,2023-11-29,680.9,120.9,21.59,250,31.52
MARICO,2023-03-29,472.25,2023-06-01,556.3,84.05,17.8,64,101.52
MARICO,2024-03-06,505.65,2024-05-14,600.25,94.6,18.71,69,98.97
