Symbol,Buy Date,Buy Price,Sell Date,Sell Price,Gain,Gain %,Days,Annual Gain %
KPITTECH,2023-06-30,1089.8,2023-09-27,1128.3,38.5,3.53,89,14.48
SUNTV,2023-07-05,443.45,2023-09-20,593.7,150.25,33.88,77,160.6
PFIZER,2023-07-10,3792.9,2023-08-18,3912.85,119.95,3.16,39,29.57
GSPL,2023-07-13,292.3,2023-10-11,287.4,-4.9,-1.68,90,-6.81
TIMKEN,2023-07-17,3371.35,2024-01-04,3220.5,-150.85,-4.47,171,-9.54
PAGEIND,2023-07-17,36626.05,2023-08-30,39707.95,3081.9,8.41,44,69.76
DEEPAKNTR,2023-08-09,2065.45,2023-09-25,2138.1,72.65,3.52,47,27.34
IGL,2023-09-04,461.9,2024-02-02,445.15,-16.75,-3.63,151,-8.77
CARBORUNIV,2023-09-29,1177,2023-10-04,1185.25,8.25,0.7,5,51.1
GRINDWELL,2023-10-09,2107.55,2024-01-09,2313.85,206.3,9.79,92,38.84
GSPL,2023-10-13,284.95,2023-10-20,287.95,3,1.05,7,54.75
CRISIL,2023-10-13,3880.9,2023-10-27,3910.6,29.7,0.77,14,20.08
KAJARIACER,2023-10-17,1288.95,2024-01-05,1343.45,54.5,4.23,80,19.3
CARBORUNIV,2023-11-20,1091.6,2024-01-12,1164.45,72.85,6.67,53,45.93
SUMICHEM,2023-11-28,384,2024-01-02,414.35,30.35,7.9,35,82.39
GSPL,2023-12-05,284.05,2024-01-09,327.65,43.6,15.35,35,160.08
IGL,2024-02-23,437.8,2024-03-05,458.55,20.75,4.74,11,157.28
